state,county,year,broadband percent
Alabama,Autauga,2017,0.61818182
Alabama,Autauga,2018,0.78899997
Alabama,Baldwin,2017,0.82068217
Alabama,Baldwin,2018,0.78099996
Alabama,Barbour,2017,0.4789916
Alabama,Barbour,2018,0.60399997
Alabama,Bibb,2017,0.60674155
Alabama,Bibb,2018,0.66100001
Alabama,Blount,2017,0.58669353
Alabama,Blount,2018,0.685
Alabama,Bullock,2017,0.55555558
Alabama,Bullock,2018,0.58899999
Alabama,Butler,2017,0.59183675
Alabama,Butler,2018,0.62099999
Alabama,Calhoun,2017,0.76647949
Alabama,Calhoun,2018,0.73000002
Alabama,Chambers,2017,0.57284766
Alabama,Chambers,2018,0.66499996
Alabama,Cherokee,2017,0.60071939
Alabama,Cherokee,2018,0.68599999
Alabama,Chilton,2017,0.59402984
Alabama,Chilton,2018,0.61800003
Alabama,Choctaw,2017,0.53289473
Alabama,Choctaw,2018,0.583
Alabama,Clarke,2017,0.64220184
Alabama,Clarke,2018,0.53200001
Alabama,Clay,2017,0.55072463
Alabama,Clay,2018,0.68199998
Alabama,Cleburne,2017,0.57723576
Alabama,Cleburne,2018,0.60399997
Alabama,Coffee,2017,0.59725398
Alabama,Coffee,2018,0.77600002
Alabama,Colbert,2017,0.56603777
Alabama,Colbert,2018,0.68199998
Alabama,Conecuh,2017,0.5
Alabama,Conecuh,2018,0.472
Alabama,Coosa,2017,0.48837209
Alabama,Coosa,2018,0.64300001
Alabama,Covington,2017,0.47353759
Alabama,Covington,2018,0.68599999
Alabama,Crenshaw,2017,0.54918033
Alabama,Crenshaw,2018,0.59600002
Alabama,Cullman,2017,0.78934407
Alabama,Cullman,2018,0.699
Alabama,Dale,2017,0.5625
Alabama,Dale,2018,0.72900003
Alabama,Dallas,2017,0.52427185
Alabama,Dallas,2018,0.634
Alabama,DeKalb,2017,0.72014296
Alabama,DeKalb,2018,0.66999996
Alabama,Elmore,2017,0.86145735
Alabama,Elmore,2018,0.796
Alabama,Escambia,2017,0.59133124
Alabama,Escambia,2018,0.57300001
Alabama,Etowah,2017,0.77752084
Alabama,Etowah,2018,0.73400003
Alabama,Fayette,2017,0.55333334
Alabama,Fayette,2018,0.68900001
Alabama,Franklin,2017,0.5703125
Alabama,Franklin,2018,0.597
Alabama,Geneva,2017,0.5864979
Alabama,Geneva,2018,0.66900003
Alabama,Greene,2017,0.41935483
Alabama,Greene,2018,0.46199998
Alabama,Hale,2017,0.51948053
Alabama,Hale,2018,0.54899997
Alabama,Henry,2017,0.62686563
Alabama,Henry,2018,0.722
Alabama,Houston,2017,0.75857788
Alabama,Houston,2018,0.704
Alabama,Jackson,2017,0.58921164
Alabama,Jackson,2018,0.671
Alabama,Jefferson,2017,0.82967234
Alabama,Jefferson,2018,0.764
Alabama,Lamar,2017,0.53793103
Alabama,Lamar,2018,0.63
Alabama,Lauderdale,2017,0.77238691
Alabama,Lauderdale,2018,0.68700004
Alabama,Lawrence,2017,0.66666663
Alabama,Lawrence,2018,0.59200001
Alabama,Lee,2017,0.82992643
Alabama,Lee,2018,0.80300003
Alabama,Limestone,2017,0.77396989
Alabama,Limestone,2018,0.76600003
Alabama,Lowndes,2017,0.58992803
Alabama,Lowndes,2018,0.49399999
Alabama,Macon,2017,0.60000002
Alabama,Macon,2018,0.55800003
Alabama,Madison,2017,0.89404434
Alabama,Madison,2018,0.83899999
Alabama,Marengo,2017,0.5633803
Alabama,Marengo,2018,0.53100002
Alabama,Marion,2017,0.55303031
Alabama,Marion,2018,0.64599997
Alabama,Marshall,2017,0.8351264
Alabama,Marshall,2018,0.745
Alabama,Mobile,2017,0.76992083
Alabama,Mobile,2018,0.722
Alabama,Monroe,2017,0.53807104
Alabama,Monroe,2018,0.41600001
Alabama,Montgomery,2017,0.84465063
Alabama,Montgomery,2018,0.77399999
Alabama,Morgan,2017,0.76088643
Alabama,Morgan,2018,0.72799999
Alabama,Perry,2017,0.44303799
Alabama,Perry,2018,0.46199998
Alabama,Pickens,2017,0.57291669
Alabama,Pickens,2018,0.62799996
Alabama,Pike,2017,0.50367647
Alabama,Pike,2018,0.59200001
Alabama,Randolph,2017,0.52525252
Alabama,Randolph,2018,0.68900001
Alabama,Russell,2017,0.53699785
Alabama,Russell,2018,0.662
Alabama,Shelby,2017,0.91201138
Alabama,Shelby,2018,0.86399996
Alabama,St. Clair,2017,0.77703458
Alabama,St. Clair,2018,0.75199997
Alabama,Sumter,2017,0.47286823
Alabama,Sumter,2018,0.579
Alabama,Talladega,2017,0.82093501
Alabama,Talladega,2018,0.69800001
Alabama,Tallapoosa,2017,0.5668934
Alabama,Tallapoosa,2018,0.70000005
Alabama,Tuscaloosa,2017,0.80076486
Alabama,Tuscaloosa,2018,0.77999997
Alabama,Walker,2017,0.79550987
Alabama,Walker,2018,0.68000001
Alabama,Washington,2017,0.51973683
Alabama,Washington,2018,0.583
Alabama,Wilcox,2017,0.54455447
Alabama,Wilcox,2018,0.49200001
Alabama,Winston,2017,0.55454546
Alabama,Winston,2018,0.62199998
Alaska,Aleutians East Borough,2017,0.3888889
Alaska,Aleutians East Borough,2018,0.67299998
Alaska,Aleutians West Census Area,2017,0.39393941
Alaska,Aleutians West Census Area,2018,0.75699997
Alaska,Anchorage Municipality,2017,0.94184846
Alaska,Anchorage Municipality,2018,0.88700002
Alaska,Bethel Census Area,2017,0.54545456
Alaska,Bethel Census Area,2018,0.72299999
Alaska,Bristol Bay Borough,2017,0.42857143
Alaska,Bristol Bay Borough,2018,0.81399995
Alaska,Denali Borough,2017,0.56521738
Alaska,Denali Borough,2018,0.88600004
Alaska,Dillingham Census Area,2017,0.66666663
Alaska,Dillingham Census Area,2018,0.76300001
Alaska,Fairbanks North Star Borough,2017,0.86337143
Alaska,Fairbanks North Star Borough,2018,0.84800005
Alaska,Haines Borough,2017,0.34285712
Alaska,Haines Borough,2018,0.87400007
Alaska,Juneau City and Borough,2017,0.49557522
Alaska,Juneau City and Borough,2018,0.88799995
Alaska,Kenai Peninsula Borough,2017,0.48214287
Alaska,Kenai Peninsula Borough,2018,0.77100003
Alaska,Ketchikan Gateway Borough,2017,0.45394737
Alaska,Ketchikan Gateway Borough,2018,0.83600003
Alaska,Kodiak Island Borough,2017,0.43181819
Alaska,Kodiak Island Borough,2018,0.82499999
Alaska,Lake and Peninsula Borough,2017,0.63636363
Alaska,Lake and Peninsula Borough,2018,0.61199999
Alaska,Matanuska-Susitna Borough,2017,0.90876383
Alaska,Matanuska-Susitna Borough,2018,0.86200005
Alaska,Nome Census Area,2017,0.40909091
Alaska,Nome Census Area,2018,0.71999997
Alaska,North Slope Borough,2017,0.375
Alaska,North Slope Borough,2018,0.67699999
Alaska,Northwest Arctic Borough,2017,0.48979592
Alaska,Northwest Arctic Borough,2018,0.70099998
Alaska,Prince of Wales-Hyder Census Area,2017,0.65909088
Alaska,Prince of Wales-Hyder Census Area,2018,0.66799998
Alaska,Sitka City and Borough,2017,0.2888889
Alaska,Sitka City and Borough,2018,0.82999998
Alaska,Skagway Municipality,2017,0.375
Alaska,Skagway Municipality,2018,0.85500002
Alaska,Southeast Fairbanks Census Area,2017,0.55263156
Alaska,Southeast Fairbanks Census Area,2018,0.71799999
Alaska,Valdez-Cordova Census Area,2017,0.52688169
Alaska,Valdez-Cordova Census Area,2018,0.79100001
Alaska,Wade Hampton Census Area,2017,0.47916669
Alaska,Wade Hampton Census Area,2018,0.625
Alaska,Wrangell City and Borough,2017,0.65625
Alaska,Wrangell City and Borough,2018,0.71700001
Alaska,Yakutat City and Borough,2017,0.42857143
Alaska,Yakutat City and Borough,2018,0.69800001
Alaska,Yukon-Koyukuk Census Area,2017,0.47169811
Alaska,Yukon-Koyukuk Census Area,2018,0.43700004
Arizona,Apache,2017,0.4124437
Arizona,Apache,2018,0.38
Arizona,Cochise,2017,0.82404226
Arizona,Cochise,2018,0.78200001
Arizona,Coconino,2017,0.77260703
Arizona,Coconino,2018,0.77399999
Arizona,Gila,2017,0.44711539
Arizona,Gila,2018,0.61500001
Arizona,Graham,2017,0.51310861
Arizona,Graham,2018,0.71899998
Arizona,Greenlee,2017,0.40322581
Arizona,Greenlee,2018,0.76100004
Arizona,La Paz,2017,0.28333333
Arizona,La Paz,2018,0.60600001
Arizona,Maricopa,2017,0.87293696
Arizona,Maricopa,2018,0.84100002
Arizona,Mohave,2017,0.86169481
Arizona,Mohave,2018,0.78200001
Arizona,Navajo,2017,0.55681682
Arizona,Navajo,2018,0.60699999
Arizona,Pima,2017,0.89244461
Arizona,Pima,2018,0.83100003
Arizona,Pinal,2017,0.85738784
Arizona,Pinal,2018,0.80500001
Arizona,Santa Cruz,2017,0.50591719
Arizona,Santa Cruz,2018,0.69200003
Arizona,Yavapai,2017,0.84668058
Arizona,Yavapai,2018,0.801
Arizona,Yuma,2017,0.84571642
Arizona,Yuma,2018,0.76300001
Arkansas,Arkansas,2017,0.44047618
Arkansas,Arkansas,2018,0.62799996
Arkansas,Ashley,2017,0.56441718
Arkansas,Ashley,2018,0.60500002
Arkansas,Baxter,2017,0.5888325
Arkansas,Baxter,2018,0.708
Arkansas,Benton,2017,0.56039518
Arkansas,Benton,2018,0.648
Arkansas,Boone,2017,0.52547771
Arkansas,Boone,2018,0.77700001
Arkansas,Bradley,2017,0.47058824
Arkansas,Bradley,2018,0.62799996
Arkansas,Calhoun,2017,0.42222223
Arkansas,Calhoun,2018,0.59200001
Arkansas,Carroll,2017,0.53977275
Arkansas,Carroll,2018,0.65700001
Arkansas,Chicot,2017,0.53191489
Arkansas,Chicot,2018,0.60699999
Arkansas,Clark,2017,0.55704695
Arkansas,Clark,2018,0.67199999
Arkansas,Clay,2017,0.5648855
Arkansas,Clay,2018,0.63599998
Arkansas,Cleburne,2017,0.52032518
Arkansas,Cleburne,2018,0.71100003
Arkansas,Cleveland,2017,0.62068963
Arkansas,Cleveland,2018,0.55399996
Arkansas,Columbia,2017,0.38797814
Arkansas,Columbia,2018,0.59600002
Arkansas,Conway,2017,0.55056179
Arkansas,Conway,2018,0.60600001
Arkansas,Craighead,2017,0.83112466
Arkansas,Craighead,2018,0.78899997
Arkansas,Crawford,2017,0.5452323
Arkansas,Crawford,2018,0.70300001
Arkansas,Crittenden,2017,0.52989131
Arkansas,Crittenden,2018,0.71499997
Arkansas,Cross,2017,0.44827586
Arkansas,Cross,2018,0.66100001
Arkansas,Dallas,2017,0.51724136
Arkansas,Dallas,2018,0.579
Arkansas,Desha,2017,0.53846151
Arkansas,Desha,2018,0.49100003
Arkansas,Drew,2017,0.62992126
Arkansas,Drew,2018,0.66999996
Arkansas,Faulkner,2017,0.80467725
Arkansas,Faulkner,2018,0.76499999
Arkansas,Franklin,2017,0.5182482
Arkansas,Franklin,2018,0.60699999
Arkansas,Fulton,2017,0.55882353
Arkansas,Fulton,2018,0.583
Arkansas,Garland,2017,0.84228766
Arkansas,Garland,2018,0.75999999
Arkansas,Grant,2017,0.55833334
Arkansas,Grant,2018,0.72900003
Arkansas,Greene,2017,0.48251748
Arkansas,Greene,2018,0.74900001
Arkansas,Hempstead,2017,0.49305558
Arkansas,Hempstead,2018,0.67199999
Arkansas,Hot Spring,2017,0.54404145
Arkansas,Hot Spring,2018,0.64500004
Arkansas,Howard,2017,0.63380283
Arkansas,Howard,2018,0.63499999
Arkansas,Independence,2017,0.58964139
Arkansas,Independence,2018,0.616
Arkansas,Izard,2017,0.47872341
Arkansas,Izard,2018,0.57199997
Arkansas,Jackson,2017,0.48739493
Arkansas,Jackson,2018,0.62299997
Arkansas,Jefferson,2017,0.70155936
Arkansas,Jefferson,2018,0.56300002
Arkansas,Johnson,2017,0.40853655
Arkansas,Johnson,2018,0.65000004
Arkansas,Lafayette,2017,0.55000001
Arkansas,Lafayette,2018,0.55500001
Arkansas,Lawrence,2017,0.45454544
Arkansas,Lawrence,2018,0.63700002
Arkansas,Lee,2017,0.39393941
Arkansas,Lee,2018,0.52200001
Arkansas,Lincoln,2017,0.42500001
Arkansas,Lincoln,2018,0.579
Arkansas,Little River,2017,0.53535354
Arkansas,Little River,2018,0.62600005
Arkansas,Logan,2017,0.49006623
Arkansas,Logan,2018,0.69200003
Arkansas,Lonoke,2017,0.80299014
Arkansas,Lonoke,2018,0.77499998
Arkansas,Madison,2017,0.41999999
Arkansas,Madison,2018,0.611
Arkansas,Marion,2017,0.46875
Arkansas,Marion,2018,0.74000001
Arkansas,Miller,2017,0.50488597
Arkansas,Miller,2018,0.72299999
Arkansas,Mississippi,2017,0.37820515
Arkansas,Mississippi,2018,0.66300005
Arkansas,Monroe,2017,0.5
Arkansas,Monroe,2018,0.55399996
Arkansas,Montgomery,2017,0.57333332
Arkansas,Montgomery,2018,0.58400005
Arkansas,Nevada,2017,0.60344827
Arkansas,Nevada,2018,0.52899998
Arkansas,Newton,2017,0.55932206
Arkansas,Newton,2018,0.58899999
Arkansas,Ouachita,2017,0.53005463
Arkansas,Ouachita,2018,0.60000002
Arkansas,Perry,2017,0.40909091
Arkansas,Perry,2018,0.662
Arkansas,Phillips,2017,0.36781609
Arkansas,Phillips,2018,0.61300004
Arkansas,Pike,2017,0.43661973
Arkansas,Pike,2018,0.616
Arkansas,Poinsett,2017,0.5
Arkansas,Poinsett,2018,0.70099998
Arkansas,Polk,2017,0.48101264
Arkansas,Polk,2018,0.62799996
Arkansas,Pope,2017,0.41860467
Arkansas,Pope,2018,0.713
Arkansas,Prairie,2017,0.37142858
Arkansas,Prairie,2018,0.54399997
Arkansas,Pulaski,2017,0.81423807
Arkansas,Pulaski,2018,0.75400001
Arkansas,Randolph,2017,0.50344825
Arkansas,Randolph,2018,0.64099997
Arkansas,Saline,2017,0.9002369
Arkansas,Saline,2018,0.80800003
Arkansas,Scott,2017,0.390625
Arkansas,Scott,2018,0.55500001
Arkansas,Searcy,2017,0.43137255
Arkansas,Searcy,2018,0.58499998
Arkansas,Sebastian,2017,0.81791461
Arkansas,Sebastian,2018,0.72799999
Arkansas,Sevier,2017,0.47
Arkansas,Sevier,2018,0.708
Arkansas,Sharp,2017,0.44696969
Arkansas,Sharp,2018,0.57700002
Arkansas,St. Francis,2017,0.51898736
Arkansas,St. Francis,2018,0.51899999
Arkansas,Stone,2017,0.43518519
Arkansas,Stone,2018,0.47
Arkansas,Union,2017,0.53892213
Arkansas,Union,2018,0.60100001
Arkansas,Van Buren,2017,0.42253521
Arkansas,Van Buren,2018,0.60399997
Arkansas,Washington,2017,0.78290671
Arkansas,Washington,2018,0.76899999
Arkansas,White,2017,0.82391131
Arkansas,White,2018,0.73299998
Arkansas,Woodruff,2017,0.6226415
Arkansas,Woodruff,2018,0.546
Arkansas,Yell,2017,0.41249999
Arkansas,Yell,2018,0.667
California,Alameda,2017,0.90071762
California,Alameda,2018,0.875
California,Alpine,2017,0.53846151
California,Alpine,2018,0.84899998
California,Amador,2017,0.53861386
California,Amador,2018,0.81399995
California,Butte,2017,0.85720003
California,Butte,2018,0.83200002
California,Calaveras,2017,0.50316453
California,Calaveras,2018,0.77900004
California,Colusa,2017,0.50335574
California,Colusa,2018,0.773
California,Contra Costa,2017,0.92991358
California,Contra Costa,2018,0.90199995
California,Del Norte,2017,0.51125401
California,Del Norte,2018,0.76800001
California,El Dorado,2017,0.90837997
California,El Dorado,2018,0.85699993
California,Fresno,2017,0.83163244
California,Fresno,2018,0.77900004
California,Glenn,2017,0.52014655
California,Glenn,2018,0.69800001
California,Humboldt,2017,0.85548759
California,Humboldt,2018,0.81099999
California,Imperial,2017,0.83213323
California,Imperial,2018,0.73899996
California,Inyo,2017,0.55288458
California,Inyo,2018,0.77900004
California,Kern,2017,0.82556272
California,Kern,2018,0.76800001
California,Kings,2017,0.81019831
California,Kings,2018,0.77200001
California,Lake,2017,0.81238818
California,Lake,2018,0.72600001
California,Lassen,2017,0.50937498
California,Lassen,2018,0.76100004
California,Los Angeles,2017,0.85591775
California,Los Angeles,2018,0.82099998
California,Madera,2017,0.77986687
California,Madera,2018,0.76800001
California,Marin,2017,0.9368543
California,Marin,2018,0.90500003
California,Mariposa,2017,0.43103448
California,Mariposa,2018,0.76100004
California,Mendocino,2017,0.81339806
California,Mendocino,2018,0.77600002
California,Merced,2017,0.8539722
California,Merced,2018,0.79699999
California,Modoc,2017,0.5471698
California,Modoc,2018,0.69400001
California,Mono,2017,0.52419353
California,Mono,2018,0.83299994
California,Monterey,2017,0.80221689
California,Monterey,2018,0.80800003
California,Napa,2017,0.90772825
California,Napa,2018,0.87599999
California,Nevada,2017,0.88102132
California,Nevada,2018,0.84399998
California,Orange,2017,0.92418826
California,Orange,2018,0.89299995
California,Placer,2017,0.92955035
California,Placer,2018,0.884
California,Plumas,2017,0.52758622
California,Plumas,2018,0.759
California,Riverside,2017,0.8884331
California,Riverside,2018,0.847
California,Sacramento,2017,0.89472681
California,Sacramento,2018,0.85600001
California,San Benito,2017,0.50453722
California,San Benito,2018,0.88799995
California,San Bernardino,2017,0.86105555
California,San Bernardino,2018,0.81700003
California,San Diego,2017,0.90376532
California,San Diego,2018,0.88799995
California,San Francisco,2017,0.90989822
California,San Francisco,2018,0.86000001
California,San Joaquin,2017,0.86328566
California,San Joaquin,2018,0.79899997
California,San Luis Obispo,2017,0.89286864
California,San Luis Obispo,2018,0.86200005
California,San Mateo,2017,0.93432617
California,San Mateo,2018,0.89699996
California,Santa Barbara,2017,0.88128555
California,Santa Barbara,2018,0.85300004
California,Santa Clara,2017,0.9293201
California,Santa Clara,2018,0.90699995
California,Santa Cruz,2017,0.89668894
California,Santa Cruz,2018,0.86399996
California,Shasta,2017,0.83125031
California,Shasta,2018,0.78800005
California,Sierra,2017,0.44736844
California,Sierra,2018,0.73199999
California,Siskiyou,2017,0.53618419
California,Siskiyou,2018,0.778
California,Solano,2017,0.92808753
California,Solano,2018,0.88700002
California,Sonoma,2017,0.90702027
California,Sonoma,2018,0.87099999
California,Stanislaus,2017,0.88135749
California,Stanislaus,2018,0.82799995
California,Sutter,2017,0.8609826
California,Sutter,2018,0.81999999
California,Tehama,2017,0.51343703
California,Tehama,2018,0.71700001
California,Trinity,2017,0.41447368
California,Trinity,2018,0.66900003
California,Tulare,2017,0.81856352
California,Tulare,2018,0.736
California,Tuolumne,2017,0.48873237
California,Tuolumne,2018,0.78200001
California,Ventura,2017,0.88218498
California,Ventura,2018,0.86799997
California,Yolo,2017,0.89769852
California,Yolo,2018,0.86500001
California,Yuba,2017,0.84311813
California,Yuba,2018,0.80300003
Colorado,Adams,2017,0.85774016
Colorado,Adams,2018,0.82099998
Colorado,Alamosa,2017,0.53571433
Colorado,Alamosa,2018,0.71999997
Colorado,Arapahoe,2017,0.90772676
Colorado,Arapahoe,2018,0.88200003
Colorado,Archuleta,2017,0.52941179
Colorado,Archuleta,2018,0.81099999
Colorado,Baca,2017,0.5777778
Colorado,Baca,2018,0.69400001
Colorado,Bent,2017,0.71875
Colorado,Bent,2018,0.73500001
Colorado,Boulder,2017,0.93516695
Colorado,Boulder,2018,0.89600003
Colorado,Chaffee,2017,0.59235668
Colorado,Chaffee,2018,0.81599998
Colorado,Cheyenne,2017,0.29411763
Colorado,Cheyenne,2018,0.79500008
Colorado,Clear Creek,2017,0.55000001
Colorado,Clear Creek,2018,0.83399999
Colorado,Conejos,2017,0.72093028
Colorado,Conejos,2018,0.63
Colorado,Costilla,2017,0.51851851
Colorado,Costilla,2018,0.59000003
Colorado,Crowley,2017,0.52941179
Colorado,Crowley,2018,0.75
Colorado,Custer,2017,0.65517241
Colorado,Custer,2018,0.82700002
Colorado,Delta,2017,0.48995984
Colorado,Delta,2018,0.71100003
Colorado,Denver,2017,0.87985694
Colorado,Denver,2018,0.83700001
Colorado,Dolores,2017,0.45454544
Colorado,Dolores,2018,0.64700001
Colorado,Douglas,2017,0.97388148
Colorado,Douglas,2018,0.95499998
Colorado,Eagle,2017,0.39403972
Colorado,Eagle,2018,0.88700002
Colorado,El Paso,2017,0.93397844
Colorado,El Paso,2018,0.89299995
Colorado,Elbert,2017,0.63255811
Colorado,Elbert,2018,0.89399999
Colorado,Fremont,2017,0.54755044
Colorado,Fremont,2018,0.79399997
Colorado,Garfield,2017,0.43854749
Colorado,Garfield,2018,0.83399999
Colorado,Gilpin,2017,0.45238096
Colorado,Gilpin,2018,0.85800004
Colorado,Grand,2017,0.53913045
Colorado,Grand,2018,0.87
Colorado,Gunnison,2017,0.41964287
Colorado,Gunnison,2018,0.82799995
Colorado,Hinsdale,2017,0.40000001
Colorado,Hinsdale,2018,0.68000001
Colorado,Huerfano,2017,0.59649122
Colorado,Huerfano,2018,0.62199998
Colorado,Jackson,2017,0.40000001
Colorado,Jackson,2018,0.75099999
Colorado,Jefferson,2017,0.93737489
Colorado,Jefferson,2018,0.884
Colorado,Kiowa,2017,0.27272728
Colorado,Kiowa,2018,0.81999999
Colorado,Kit Carson,2017,0.48936167
Colorado,Kit Carson,2018,0.77900004
Colorado,La Plata,2017,0.5025
Colorado,La Plata,2018,0.77100003
Colorado,Lake,2017,0.40816325
Colorado,Lake,2018,0.764
Colorado,Larimer,2017,0.9019478
Colorado,Larimer,2018,0.88
Colorado,Las Animas,2017,0.55769229
Colorado,Las Animas,2018,0.69200003
Colorado,Lincoln,2017,0.63333333
Colorado,Lincoln,2018,0.773
Colorado,Logan,2017,0.65040648
Colorado,Logan,2018,0.80199999
Colorado,Mesa,2017,0.91847563
Colorado,Mesa,2018,0.83700001
Colorado,Mineral,2017,0.44444442
Colorado,Mineral,2018,0.78400004
Colorado,Moffat,2017,0.63999999
Colorado,Moffat,2018,0.796
Colorado,Montezuma,2017,0.48148146
Colorado,Montezuma,2018,0.68400002
Colorado,Montrose,2017,0.55477029
Colorado,Montrose,2018,0.74900001
Colorado,Morgan,2017,0.55789477
Colorado,Morgan,2018,0.78800005
Colorado,Otero,2017,0.61654139
Colorado,Otero,2018,0.70600003
Colorado,Ouray,2017,0.58823526
Colorado,Ouray,2018,0.82499999
Colorado,Park,2017,0.60902256
Colorado,Park,2018,0.82599998
Colorado,Phillips,2017,0.47368419
Colorado,Phillips,2018,0.79399997
Colorado,Pitkin,2017,0.38392857
Colorado,Pitkin,2018,0.889
Colorado,Prowers,2017,0.5
Colorado,Prowers,2018,0.76700002
Colorado,Pueblo,2017,0.83898818
Colorado,Pueblo,2018,0.736
Colorado,Rio Blanco,2017,0.39285713
Colorado,Rio Blanco,2018,0.78200001
Colorado,Rio Grande,2017,0.3275862
Colorado,Rio Grande,2018,0.64300001
Colorado,Routt,2017,0.29787233
Colorado,Routt,2018,0.91199994
Colorado,Saguache,2017,0.055555552
Colorado,Saguache,2018,0.64200002
Colorado,San Miguel,2017,0.28
Colorado,San Miguel,2018,0.80599999
Colorado,Sedgwick,2017,0.71428573
Colorado,Sedgwick,2018,0.69200003
Colorado,Summit,2017,0.38095239
Colorado,Summit,2018,0.82599998
Colorado,Teller,2017,0.44
Colorado,Teller,2018,0.87200004
Colorado,Washington,2017,0.60000002
Colorado,Washington,2018,0.77200001
Colorado,Weld,2017,0.89377016
Colorado,Weld,2018,0.83899999
Colorado,Yuma,2017,0.47058824
Colorado,Yuma,2018,0.73299998
Connecticut,Fairfield,2017,0.90840673
Connecticut,Fairfield,2018,0.87099999
Connecticut,Hartford,2017,0.86196208
Connecticut,Hartford,2018,0.82200003
Connecticut,Litchfield,2017,0.89899802
Connecticut,Litchfield,2018,0.85100001
Connecticut,Middlesex,2017,0.90095198
Connecticut,Middlesex,2018,0.85300004
Connecticut,New Haven,2017,0.86765641
Connecticut,New Haven,2018,0.81
Connecticut,New London,2017,0.90653729
Connecticut,New London,2018,0.84899998
Connecticut,Tolland,2017,0.90597612
Connecticut,Tolland,2018,0.87299997
Connecticut,Windham,2017,0.85651666
Connecticut,Windham,2018,0.801
Delaware,Kent,2017,0.8818357
Delaware,Kent,2018,0.83299994
Delaware,New Castle,2017,0.88168746
Delaware,New Castle,2018,0.83899999
Delaware,Sussex,2017,0.81630659
Delaware,Sussex,2018,0.78499997
District of Columbia,District of Columbia,2018,0.80000001
Florida,Alachua,2017,0.86491072
Florida,Alachua,2018,0.83700001
Florida,Baker,2017,0.58771932
Florida,Baker,2018,0.74699998
Florida,Bay,2017,0.88017428
Florida,Bay,2018,0.82599998
Florida,Bradford,2017,0.50434786
Florida,Bradford,2018,0.65799999
Florida,Brevard,2017,0.88908112
Florida,Brevard,2018,0.84899998
Florida,Broward,2017,0.85294753
Florida,Broward,2018,0.82700002
Florida,Calhoun,2017,0.53389829
Florida,Calhoun,2018,0.63999999
Florida,Charlotte,2017,0.89512217
Florida,Charlotte,2018,0.82200003
Florida,Citrus,2017,0.85442293
Florida,Citrus,2018,0.80599999
Florida,Clay,2017,0.90513468
Florida,Clay,2018,0.87900001
Florida,Collier,2017,0.8389585
Florida,Collier,2018,0.82999998
Florida,Columbia,2017,0.8660869
Florida,Columbia,2018,0.77100003
Florida,Dade,2017,0.45567054
Florida,Dade,2018,0.75099999
Florida,DeSoto,2017,0.5
Florida,DeSoto,2018,0.52999997
Florida,Dixie,2017,0.47857144
Florida,Dixie,2018,0.49299997
Florida,Duval,2017,0.82924181
Florida,Duval,2018,0.81200004
Florida,Escambia,2017,0.87532651
Florida,Escambia,2018,0.81700003
Florida,Flagler,2017,0.77468443
Florida,Flagler,2018,0.78299993
Florida,Franklin,2017,0.46268657
Florida,Franklin,2018,0.736
Florida,Gadsden,2017,0.47959182
Florida,Gadsden,2018,0.588
Florida,Gilchrist,2017,0.53741497
Florida,Gilchrist,2018,0.662
Florida,Glades,2017,0.56962025
Florida,Glades,2018,0.55199999
Florida,Gulf,2017,0.53061223
Florida,Gulf,2018,0.76800001
Florida,Hamilton,2017,0.51136363
Florida,Hamilton,2018,0.63800001
Florida,Hardee,2017,0.48255813
Florida,Hardee,2018,0.58200002
Florida,Hendry,2017,0.438247
Florida,Hendry,2018,0.64200002
Florida,Hernando,2017,0.86240941
Florida,Hernando,2018,0.81399995
Florida,Highlands,2017,0.7315653
Florida,Highlands,2018,0.70699996
Florida,Hillsborough,2017,0.88189936
Florida,Hillsborough,2018,0.85000002
Florida,Holmes,2017,0.59649122
Florida,Holmes,2018,0.70300001
Florida,Indian River,2017,0.83628321
Florida,Indian River,2018,0.80399996
Florida,Jackson,2017,0.54590571
Florida,Jackson,2018,0.69700003
Florida,Jefferson,2017,0.58999997
Florida,Jefferson,2018,0.70899999
Florida,Lafayette,2017,0.50793654
Florida,Lafayette,2018,0.708
Florida,Lake,2017,0.87013274
Florida,Lake,2018,0.83499998
Florida,Lee,2017,0.84318924
Florida,Lee,2018,0.82099998
Florida,Leon,2017,0.89289421
Florida,Leon,2018,0.861
Florida,Levy,2017,0.52808988
Florida,Levy,2018,0.62799996
Florida,Liberty,2017,0.43548384
Florida,Liberty,2018,0.61300004
Florida,Madison,2017,0.55194807
Florida,Madison,2018,0.58499998
Florida,Manatee,2017,0.82228369
Florida,Manatee,2018,0.80800003
Florida,Marion,2017,0.81203324
Florida,Marion,2018,0.77200001
Florida,Martin,2017,0.82779104
Florida,Martin,2018,0.83600003
Florida,Monroe,2017,0.89172477
Florida,Monroe,2018,0.81200004
Florida,Nassau,2017,0.89816511
Florida,Nassau,2018,0.83999997
Florida,Okaloosa,2017,0.86657959
Florida,Okaloosa,2018,0.81799996
Florida,Okeechobee,2017,0.46153846
Florida,Okeechobee,2018,0.59600002
Florida,Orange,2017,0.87912565
Florida,Orange,2018,0.85399997
Florida,Osceola,2017,0.8389917
Florida,Osceola,2018,0.76800001
Florida,Palm Beach,2017,0.8679685
Florida,Palm Beach,2018,0.83100003
Florida,Pasco,2017,0.81818742
Florida,Pasco,2018,0.80300003
Florida,Pinellas,2017,0.85479498
Florida,Pinellas,2018,0.80599999
Florida,Polk,2017,0.64620382
Florida,Polk,2018,0.66600001
