state,county,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19","Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
Iowa,Marion,1469,7504,6678,6329,6.683348655700684,34.14012908935547,30.382165908813477,28.79435920715332
Iowa,Marshall,4280,9062,8174,4981,16.152772903442383,34.20009994506836,30.84877586364746,18.798355102539062
Iowa,Mills,745,3519,3572,2491,7.214098930358887,34.07572555541992,34.58894348144531,24.121234893798828
Iowa,Mitchell,597,2790,2494,1383,8.218612670898438,38.40858840942383,34.333702087402344,19.03909683227539
Iowa,Monona,490,2434,2457,970,7.715320587158203,38.32467269897461,38.68682098388672,15.273185729980469
Iowa,Monroe,659,2100,1680,932,12.269596099853516,39.0988655090332,31.279090881347656,17.352447509765625
Iowa,Montgomery,668,2459,2569,1290,9.561981201171875,35.198970794677734,36.7735481262207,18.46550178527832
Iowa,Muscatine,3159,10099,9214,6163,11.031953811645508,35.268028259277344,32.177406311035156,21.522611618041992
Iowa,O'Brien,752,3823,3205,1798,7.851325988769531,39.91438674926758,33.462100982666016,18.772186279296875
Iowa,Osceola,491,1555,1444,760,11.55294132232666,36.588233947753906,33.976470947265625,17.882352828979492
Iowa,Page,944,4061,3877,2253,8.47777271270752,36.47058868408203,34.81814193725586,20.233497619628906
Iowa,Palo Alto,449,1795,2335,1566,7.306753635406494,29.21074104309082,37.99837112426758,25.484132766723633
Iowa,Plymouth,1159,5696,6066,3899,6.89060640335083,33.86444854736328,36.064208984375,23.180736541748047
Iowa,Pocahontas,381,1921,1844,731,7.8121795654296875,39.38896942138672,37.81013107299805,14.988722801208496
Iowa,Polk,26967,77802,96514,116749,8.47933578491211,24.46357536315918,30.347261428833008,36.7098274230957
Iowa,Pottawattamie,6658,20652,22321,13567,10.535143852233887,32.67824935913086,35.319156646728516,21.467451095581055
Iowa,Poweshiek,730,4564,3595,3144,6.066649913787842,37.92902755737305,29.87617301940918,26.12814712524414
Iowa,Ringgold,250,1271,1188,737,7.254787921905518,36.88334274291992,34.474754333496094,21.387115478515625
Iowa,Sac,500,2562,2489,1390,7.203572750091553,36.91110610961914,35.8593864440918,20.02593231201172
Iowa,Scott,8374,34586,36685,37124,7.17142391204834,29.619163513183594,31.416728973388672,31.79268455505371
Iowa,Shelby,624,2910,2877,1825,7.576493263244629,35.33268737792969,34.9320068359375,22.158815383911133
Iowa,Sioux,2022,6254,6419,6030,9.756333351135254,30.176115036010742,30.97225570678711,29.095294952392578
Iowa,Story,1445,8859,14281,26227,2.8438165187835693,17.434858322143555,28.105566024780273,51.615760803222656
Iowa,Tama,1014,4652,4120,1834,8.726333618164062,40.034423828125,35.456111907958984,15.783132553100586
Iowa,Taylor,419,1641,1588,617,9.824150085449219,38.47596740722656,37.23329544067383,14.466588973999023
Iowa,Union,822,3000,3099,1518,9.740490913391113,35.54923629760742,36.72235870361328,17.987913131713867
Iowa,Van Buren,542,1953,1798,725,10.801115989685059,38.91988754272461,35.83100891113281,14.44798755645752
Iowa,Wapello,2839,8369,8231,4512,11.85336685180664,34.94217300415039,34.365997314453125,18.83846092224121
Iowa,Warren,1527,10127,10749,10498,4.641196250915527,30.78022003173828,32.670738220214844,31.90784454345703
Iowa,Washington,1275,5834,4510,3243,8.578926086425781,39.25447463989258,30.345848083496094,21.820751190185547
Iowa,Wayne,528,1936,1346,553,12.101764678955078,44.373138427734375,30.850332260131836,12.674764633178711
Iowa,Webster,2349,8347,9046,4912,9.527865409851074,33.85657501220703,36.69181442260742,19.923744201660156
Iowa,Winnebago,538,2428,2603,1548,7.5593647956848145,34.11549758911133,36.574398040771484,21.7507381439209
Iowa,Winneshiek,632,4382,4197,4054,4.76441764831543,33.0343017578125,31.6396541595459,30.561628341674805
Iowa,Woodbury,8510,21167,20924,15217,12.929594039916992,32.15989685058594,31.790695190429688,23.119815826416016
Iowa,Worth,353,1921,2080,921,6.691943168640137,36.41706085205078,39.431278228759766,17.459714889526367
Iowa,Wright,677,3264,3384,1526,7.648853302001953,36.87718963623047,38.232967376708984,17.240989685058594
Kansas,Allen,693,2830,3297,1740,8.095794677734375,33.06074905395508,38.516353607177734,20.327102661132812
Kansas,Anderson,469,2196,1616,944,8.976076126098633,42.028709411621094,30.92823028564453,18.066986083984375
Kansas,Atchison,736,3889,3276,2234,7.261963367462158,38.371978759765625,32.323631286621094,22.04242706298828
Kansas,Barber,285,1085,1181,665,8.861940383911133,33.73756408691406,36.72263717651367,20.677860260009766
Kansas,Barton,1879,5714,6530,3736,10.521306037902832,31.995073318481445,36.5641975402832,20.919424057006836
Kansas,Bourbon,827,3000,3637,2066,8.67785930633545,31.479537963867188,38.163692474365234,21.678909301757812
Kansas,Brown,445,2446,2269,1388,6.795968055725098,37.35491943359375,34.65180206298828,21.197311401367188
Kansas,Butler,3293,11330,16152,13044,7.515005111694336,25.85636329650879,36.860721588134766,29.767908096313477
Kansas,Chase,149,529,678,464,8.186813354492188,29.065933227539062,37.25274658203125,25.494504928588867
Kansas,Chautauqua,320,832,857,379,13.400335311889648,34.84086990356445,35.88777160644531,15.87102222442627
Kansas,Cherokee,1403,4536,5204,2716,10.123385429382324,32.72963333129883,37.54960632324219,19.597373962402344
Kansas,Cheyenne,123,590,645,552,6.439790725708008,30.890052795410156,33.76963424682617,28.900524139404297
Kansas,Clark,74,384,586,369,5.23708438873291,27.176219940185547,41.4720458984375,26.114648818969727
Kansas,Clay,403,1987,1747,1505,7.142857074737549,35.2180061340332,30.964197158813477,26.674938201904297
Kansas,Cloud,423,1894,2246,1438,7.048825263977051,31.5614070892334,37.42709732055664,23.96267318725586
Kansas,Coffey,425,1871,2105,1432,7.286130428314209,32.07611846923828,36.08777618408203,24.54997444152832
Kansas,Comanche,76,435,537,200,6.089743614196777,34.855770111083984,43.028846740722656,16.0256404876709
Kansas,Cowley,2180,6984,9099,5084,9.337388038635254,29.913908004760742,38.9728889465332,21.77581787109375
Kansas,Crawford,1837,6808,7666,6950,7.8973388671875,29.267873764038086,32.956451416015625,29.878337860107422
Kansas,Decatur,129,760,774,484,6.008383750915527,35.398231506347656,36.0503044128418,22.54308319091797
Kansas,Dickinson,1115,4327,4617,2985,8.547991752624512,33.172340393066406,35.39558410644531,22.884084701538086
Kansas,Doniphan,484,1839,1623,1057,9.674195289611816,36.7579460144043,32.44053649902344,21.127323150634766
Kansas,Douglas,3231,12818,19072,34607,4.633719444274902,18.382858276367188,27.35199546813965,49.63142395019531
Kansas,Edwards,309,596,826,382,14.623757362365723,28.206340789794922,39.091339111328125,18.078561782836914
Kansas,Elk,217,802,571,294,11.518046379089355,42.569000244140625,30.3078556060791,15.605095863342285
Kansas,Ellis,1168,4696,5255,6335,6.69187593460083,26.90500831604004,30.107711791992188,36.295406341552734
Kansas,Ellsworth,379,1552,1708,882,8.383101463317871,34.32868957519531,37.77925109863281,19.50895881652832
Kansas,Finney,6238,4772,6838,3673,28.985641479492188,22.173690795898438,31.773616790771484,17.06705093383789
Kansas,Ford,5378,5142,6214,3604,26.443111419677734,25.28272247314453,30.55364418029785,17.720523834228516
Kansas,Franklin,1341,6432,5848,3492,7.836147785186768,37.5854606628418,34.1728515625,20.405540466308594
Kansas,Geary,1138,4560,8331,4247,6.22674560546875,24.950754165649414,45.584373474121094,23.238126754760742
Kansas,Gove,153,698,695,379,7.948051929473877,36.25973892211914,36.10389709472656,19.688312530517578
Kansas,Graham,141,605,683,470,7.424960613250732,31.85887336730957,35.9662971496582,24.749868392944336
Kansas,Grant,1013,1143,1597,655,22.98094367980957,25.930126190185547,36.229583740234375,14.859346389770508
Kansas,Gray,855,850,1309,764,22.63102149963379,22.498676300048828,34.6479606628418,20.222339630126953
Kansas,Greeley,105,218,267,220,12.962963104248047,26.9135799407959,32.96296310424805,27.160493850708008
Kansas,Greenwood,335,1602,1598,880,7.587769031524658,36.2853889465332,36.19478988647461,19.932050704956055
Kansas,Hamilton,319,664,370,312,19.15915870666504,39.879878997802734,22.22222137451172,18.738739013671875
Kansas,Harper,401,1512,1327,628,10.367115020751953,39.089969635009766,34.30713653564453,16.235780715942383
Kansas,Harvey,2169,5397,7618,7543,9.54371452331543,23.747085571289062,33.51960372924805,33.189598083496094
Kansas,Haskell,685,478,894,425,27.598711013793945,19.258663177490234,36.01934051513672,17.123287200927734
Kansas,Hodgeman,117,273,517,403,8.931297302246094,20.83969497680664,39.46564865112305,30.76335906982422
Kansas,Jackson,480,3487,3156,1807,5.375140190124512,39.048152923583984,35.34154510498047,20.23516273498535
Kansas,Jefferson,859,5261,4056,3070,6.484976768493652,39.7176513671875,30.62056541442871,23.176807403564453
Kansas,Jewell,151,869,755,425,6.863636493682861,39.5,34.318180084228516,19.31818199157715
Kansas,Johnson,16130,57706,101879,223462,4.04081392288208,14.456243515014648,25.522262573242188,55.98067855834961
Kansas,Kearny,555,747,664,340,24.067649841308594,32.39375686645508,28.794448852539062,14.744145393371582
Kansas,Kingman,334,1716,1880,1270,6.42307710647583,33.0,36.153846740722656,24.423076629638672
Kansas,Kiowa,191,438,534,454,11.811997413635254,27.08719825744629,33.02412033081055,28.076684951782227
Kansas,Labette,1410,4397,5432,2591,10.19522762298584,31.793203353881836,39.27693557739258,18.734634399414062
Kansas,Lane,61,340,420,246,5.716963291168213,31.865041732788086,39.36269760131836,23.055295944213867
Kansas,Leavenworth,4268,15417,17698,17187,7.8211469650268555,28.251787185668945,32.431739807128906,31.49532699584961
Kansas,Lincoln,143,662,841,486,6.707316875457764,31.050657272338867,39.446529388427734,22.79549789428711
Kansas,Linn,702,2658,2375,1105,10.263157844543457,38.859649658203125,34.72222137451172,16.154970169067383
Kansas,Logan,172,539,886,318,8.981722831726074,28.14621353149414,46.266319274902344,16.605743408203125
Kansas,Lyon,2336,5838,6260,5469,11.736924171447754,29.33226203918457,31.452545166015625,27.478269577026367
Kansas,McPherson,1698,5415,6874,5435,8.742663383483887,27.880754470825195,35.392852783203125,27.98373031616211
Kansas,Marion,692,2489,2969,2054,8.43490982055664,30.33885955810547,36.18966293334961,25.03656768798828
Kansas,Marshall,529,2862,2108,1280,7.803510665893555,42.2186164855957,31.096031188964844,18.8818416595459
Kansas,Meade,532,726,937,559,19.31735610961914,26.361656188964844,34.02323913574219,20.297748565673828
Kansas,Miami,917,7216,7801,6766,4.039647579193115,31.788545608520508,34.365638732910156,29.806167602539062
Kansas,Mitchell,215,1260,1593,1082,5.180722713470459,30.361446380615234,38.38554382324219,26.072288513183594
Kansas,Montgomery,2452,6400,8810,4282,11.173896789550781,29.16514778137207,40.147647857666016,19.5133056640625
Kansas,Morris,356,1460,1360,865,8.809700965881348,36.129669189453125,33.65503692626953,21.40559196472168
Kansas,Morton,298,521,721,322,16.004297256469727,27.98066520690918,38.721805572509766,17.29323387145996
Kansas,Nemaha,386,2634,1923,1680,5.828174591064453,39.7704963684082,29.035181045532227,25.366147994995117
Kansas,Neosho,993,3508,4327,1950,9.213212013244629,32.54778289794922,40.1465950012207,18.092411041259766
Kansas,Ness,191,653,850,408,9.086584091186523,31.065650939941406,40.437679290771484,19.410085678100586
Kansas,Norton,437,1385,1420,750,10.946893692016602,34.69438934326172,35.571144104003906,18.787574768066406
Kansas,Osage,1016,4297,3564,2115,9.243085861206055,39.09206771850586,32.423580169677734,19.24126625061035
Kansas,Osborne,154,878,906,598,6.072555065155029,34.62145233154297,35.72555160522461,23.580442428588867
Kansas,Ottawa,207,1444,1434,999,5.0685601234436035,35.35749435424805,35.11263656616211,24.461313247680664
Kansas,Pawnee,465,1640,1882,969,9.382566452026367,33.09120178222656,37.97417449951172,19.55205726623535
Kansas,Phillips,285,1364,1268,811,7.64484977722168,36.587982177734375,34.012874603271484,21.754291534423828
Kansas,Pottawatomie,868,4386,4731,5096,5.755586624145508,29.08295249938965,31.37059783935547,33.790863037109375
Kansas,Pratt,483,1520,2249,1850,7.915437698364258,24.909866333007812,36.85676956176758,30.317928314208984
Kansas,Rawlins,78,550,774,444,4.2253522872924805,29.79414939880371,41.92849349975586,24.052003860473633
Kansas,Reno,4946,11937,17183,9003,11.483898162841797,27.71599006652832,39.896446228027344,20.90366554260254
Kansas,Republic,139,1179,1225,871,4.071470260620117,34.534271240234375,35.88166427612305,25.512596130371094
Kansas,Rice,525,1824,2464,1421,8.42155933380127,29.25890350341797,39.525184631347656,22.794353485107422
Kansas,Riley,1602,7200,11732,17213,4.244045734405518,19.074363708496094,31.080615997314453,45.600975036621094
Kansas,Rooks,406,1090,1262,828,11.321806907653809,30.395984649658203,35.192413330078125,23.089794158935547
Kansas,Rush,172,651,844,518,7.871853351593018,29.794050216674805,38.62700271606445,23.707094192504883
Kansas,Russell,602,1373,1901,1165,11.9420747756958,27.23666000366211,37.71077346801758,23.11049461364746
Kansas,Saline,3162,11147,12640,10141,8.525209426879883,30.053922653198242,34.07926559448242,27.341602325439453
Kansas,Scott,501,869,1042,809,15.55417537689209,26.979198455810547,32.35020065307617,25.116422653198242
Kansas,Sedgwick,34504,87563,107875,102670,10.373648643493652,26.325868606567383,32.43268585205078,30.8677978515625
Kansas,Seward,4356,3714,3432,1421,33.70734405517578,28.739456176757812,26.557300567626953,10.995899200439453
Kansas,Shawnee,9375,37832,36081,37290,7.775050163269043,31.37554168701172,29.923368453979492,30.92603874206543
Kansas,Sheridan,71,620,726,400,3.9075398445129395,34.1221809387207,39.955970764160156,22.01430892944336
Kansas,Sherman,314,1240,1649,892,7.6678876876831055,30.28083038330078,40.268619537353516,21.78266143798828
Kansas,Smith,188,970,941,602,6.960384845733643,35.91262435913086,34.83894729614258,22.288042068481445
Kansas,Stafford,269,847,1042,728,9.3208589553833,29.34857940673828,36.1053352355957,25.2252254486084
Kansas,Stanton,274,377,382,242,21.490196228027344,29.568628311157227,29.960784912109375,18.980392456054688
Kansas,Stevens,767,909,1364,481,21.783584594726562,25.816530227661133,38.73899459838867,13.66089153289795
Kansas,Sumner,1204,5450,5326,3636,7.710041046142578,34.90010070800781,34.10604476928711,23.283811569213867
Kansas,Thomas,338,1324,2220,1133,6.739780426025391,26.40079689025879,44.26719665527344,22.59222412109375
Kansas,Trego,144,664,795,530,6.751054763793945,31.129863739013672,37.27145004272461,24.847633361816406
Kansas,Wabaunsee,218,1648,1715,1143,4.6147332191467285,34.88568878173828,36.303977966308594,24.19559669494629
Kansas,Wallace,57,276,390,347,5.3271026611328125,25.794391632080078,36.4485969543457,32.42990493774414
Kansas,Washington,324,1571,1178,784,8.400311470031738,40.731136322021484,30.541872024536133,20.326679229736328
Kansas,Wichita,201,412,578,309,13.399999618530273,27.46666717529297,38.53333282470703,20.600000381469727
Kansas,Wilson,690,2035,2282,990,11.505752563476562,33.933631896972656,38.05236053466797,16.508255004882812
Kansas,Woodson,215,812,884,397,9.315424919128418,35.181976318359375,38.30155944824219,17.201040267944336
Kansas,Wyandotte,22058,33514,29906,18934,21.125925064086914,32.097843170166016,28.642301559448242,18.133930206298828
Kentucky,Adair,2697,5153,3280,2069,20.433366775512695,39.040836334228516,24.850366592407227,15.675430297851562
Kentucky,Allen,2574,5557,3961,2325,17.85392189025879,38.54477310180664,27.474510192871094,16.126794815063477
Kentucky,Anderson,1554,5623,5092,3100,10.111263275146484,36.58663558959961,33.131629943847656,20.170473098754883
Kentucky,Ballard,721,2047,1959,897,12.820056915283203,36.3975830078125,34.83285903930664,15.949501991271973
Kentucky,Barren,5067,12561,7366,4878,16.962373733520508,42.04941177368164,24.65854263305664,16.329673767089844
Kentucky,Bath,1899,3379,1744,1188,23.130329132080078,41.15712356567383,21.242387771606445,14.470158576965332
Kentucky,Bell,5746,7280,4163,1733,30.366769790649414,38.47373580932617,22.000844955444336,9.158651351928711
Kentucky,Boone,5877,23573,28753,27538,6.854363918304443,27.49326515197754,33.53471374511719,32.11765670776367
Kentucky,Bourbon,2253,5012,4063,2732,16.024181365966797,35.64722442626953,28.897581100463867,19.43100929260254
Kentucky,Boyd,4021,11550,11925,6613,11.788677215576172,33.862030029296875,34.961448669433594,19.38784408569336
Kentucky,Boyle,2580,6710,5698,5038,12.883252143859863,33.50644302368164,28.45301055908203,25.15729522705078
Kentucky,Bracken,817,2655,1498,756,14.268250465393066,46.36744689941406,26.16136932373047,13.202934265136719
Kentucky,Breathitt,2248,3382,2178,1399,24.41620445251465,36.7329216003418,23.655914306640625,15.194960594177246
Kentucky,Breckinridge,2240,6314,3819,1677,15.943060874938965,44.93950271606445,27.181493759155273,11.935942649841309
Kentucky,Bullitt,6444,23261,17957,8235,11.52834701538086,41.61404037475586,32.125160217285156,14.732454299926758
Kentucky,Butler,1830,3857,2049,1253,20.35821533203125,42.907997131347656,22.794527053833008,13.93925952911377
Kentucky,Caldwell,1163,4031,2394,1369,12.984257698059082,45.00390625,26.727699279785156,15.284134864807129
Kentucky,Calloway,2541,7755,6975,6885,10.519125938415527,32.103824615478516,28.874813079833984,28.502235412597656
Kentucky,Campbell,5888,17981,16700,23136,9.242602348327637,28.225414276123047,26.214582443237305,36.31740188598633
Kentucky,Carlisle,559,1357,939,500,16.661699295043945,40.44709396362305,27.98807716369629,14.903129577636719
Kentucky,Carroll,1560,2890,2138,590,21.733074188232422,40.26191329956055,29.78545570373535,8.219559669494629
Kentucky,Carter,3876,7497,4903,2340,20.820798873901367,40.27180862426758,26.33755874633789,12.569832801818848
Kentucky,Casey,2637,4464,2499,1406,23.959657669067383,40.559696197509766,22.70579719543457,12.774849891662598
Kentucky,Christian,5872,12619,14796,7360,14.446331024169922,31.04534149169922,36.40121078491211,18.10711669921875
Kentucky,Clark,3489,8661,8042,5090,13.800332069396973,34.25757598876953,31.809192657470703,20.13290023803711
Kentucky,Clay,5132,5136,2842,1430,35.29573440551758,35.323246002197266,19.546079635620117,9.834938049316406
Kentucky,Clinton,1908,2839,1651,731,26.7639217376709,39.82325744628906,23.15892791748047,10.25389289855957
Kentucky,Crittenden,1030,2674,1831,832,16.17716407775879,41.997802734375,28.75765609741211,13.067378997802734
Kentucky,Cumberland,889,2097,1240,649,18.235897064208984,43.015384674072266,25.435897827148438,13.312820434570312
Kentucky,Daviess,6777,23134,22323,15552,9.997639656066895,34.12799072265625,32.93157958984375,22.942790985107422
Kentucky,Edmonson,1925,3458,2511,903,21.88245964050293,39.30885696411133,28.543821334838867,10.264863014221191
Kentucky,Elliott,1380,2400,1212,539,24.950281143188477,43.39179229736328,21.91285514831543,9.745073318481445
Kentucky,Estill,2467,4630,2018,997,24.396757125854492,45.78718185424805,19.95648765563965,9.859572410583496
Kentucky,Fayette,18266,40802,58237,90867,8.77447509765625,19.60013771057129,27.97542381286621,43.64996337890625
Kentucky,Fleming,2011,3973,2610,1268,20.391401290893555,40.285945892333984,26.465219497680664,12.85743236541748
Kentucky,Floyd,6353,9685,6706,2909,24.765134811401367,37.753868103027344,26.141191482543945,11.339804649353027
Kentucky,Franklin,3914,11139,9870,10617,11.012943267822266,31.34214973449707,27.77152442932129,29.873382568359375
Kentucky,Fulton,909,1627,1227,583,20.91578483581543,37.43672180175781,28.232858657836914,13.414633750915527
Kentucky,Gallatin,1100,2581,1481,680,18.82916831970215,44.180076599121094,25.350906372070312,11.639849662780762
Kentucky,Garrard,2351,4592,3267,2180,18.974979400634766,37.0621452331543,26.368038177490234,17.59483528137207
Kentucky,Grant,2159,7631,4235,2082,13.404109954833984,47.376914978027344,26.29291534423828,12.926056861877441
Kentucky,Graves,3167,9939,7701,4371,12.578441619873047,39.474937438964844,30.586225509643555,17.360393524169922
Kentucky,Grayson,3314,7678,4998,1878,18.547122955322266,42.970672607421875,27.971792221069336,10.510409355163574
Kentucky,Green,1946,3001,1948,1045,24.50881576538086,37.79597091674805,24.53400421142578,13.161209106445312
Kentucky,Greenup,2789,9118,9088,4342,11.007616996765137,35.98689651489258,35.868492126464844,17.136993408203125
Kentucky,Hancock,849,2528,1784,667,14.567605018615723,43.376800537109375,30.610843658447266,11.44474983215332
Kentucky,Hardin,6783,21820,27330,15783,9.45814037322998,30.425567626953125,38.10865020751953,22.007640838623047
Kentucky,Harlan,5093,6462,5117,2025,27.23966407775879,34.56169509887695,27.368026733398438,10.83061408996582
Kentucky,Harrison,2321,5220,3512,1891,17.931087493896484,40.32756423950195,27.132261276245117,14.609085083007812
Kentucky,Hart,3000,5081,3080,1440,23.807634353637695,40.32219696044922,24.4425048828125,11.427664756774902
Kentucky,Henderson,4187,11505,10461,5817,13.09665298461914,35.98686218261719,32.7213020324707,18.19518280029297
Kentucky,Henry,1620,4491,3357,1426,14.87057113647461,41.224525451660156,30.815128326416016,13.089774131774902
Kentucky,Hickman,654,1369,743,519,19.908676147460938,41.674278259277344,22.61795997619629,15.799086570739746
Kentucky,Hopkins,4204,12778,9415,5228,13.293280601501465,40.40474319458008,29.770750045776367,16.531225204467773
Kentucky,Jackson,2378,4003,1702,1296,25.354515075683594,42.680458068847656,18.146923065185547,13.81810474395752
Kentucky,Jefferson,49799,141612,161586,177361,9.389695167541504,26.701210021972656,30.467344284057617,33.441749572753906
Kentucky,Jessamine,4416,10612,9486,10260,12.699143409729004,30.517053604125977,27.279001235961914,29.504802703857422
Kentucky,Johnson,3078,5763,4453,2589,19.37921142578125,36.28407669067383,28.036264419555664,16.300447463989258
Kentucky,Kenton,11406,32272,33180,35671,10.136054039001465,28.678829193115234,29.485733032226562,31.699384689331055
Kentucky,Knott,2633,3559,2801,1570,24.9266300201416,33.69308090209961,26.517087936401367,14.863202095031738
Kentucky,Knox,5572,7976,4484,2984,26.513132095336914,37.9520378112793,21.336124420166016,14.198705673217773
Kentucky,Larue,1589,3902,3225,1229,15.97787857055664,39.23579788208008,32.4283561706543,12.357969284057617
Kentucky,Laurel,7891,16271,11465,6017,18.948707580566406,39.0716552734375,27.530977249145508,14.448659896850586
Kentucky,Lawrence,2692,4603,2467,1056,24.884450912475586,42.54945373535156,22.804584503173828,9.76150894165039
Kentucky,Lee,1582,1802,1168,410,31.882305145263672,36.316001892089844,23.538894653320312,8.262797355651855
Kentucky,Leslie,2105,3074,1528,638,28.658950805664062,41.851600646972656,20.803268432617188,8.68618106842041
Kentucky,Letcher,3873,5894,4227,1934,24.315670013427734,37.0040168762207,26.538171768188477,12.142139434814453
Kentucky,Lewis,2282,4042,2263,855,24.168607711791992,42.8087272644043,23.96738052368164,9.05528450012207
Kentucky,Lincoln,3411,7238,4098,2203,20.12389373779297,42.702064514160156,24.176990509033203,12.997050285339355
Kentucky,Livingston,1092,2933,1905,796,16.235504150390625,43.60689926147461,28.322925567626953,11.834671020507812
Kentucky,Logan,2773,8190,4440,3018,15.053471565246582,44.46012878417969,24.10292625427246,16.38347625732422
Kentucky,Lyon,801,2696,1957,1109,12.204784393310547,41.078773498535156,29.818679809570312,16.89776039123535
Kentucky,McCracken,4385,14406,16013,11137,9.544851303100586,31.35761070251465,34.85557556152344,24.241962432861328
Kentucky,McCreary,2840,4961,3443,871,23.442014694213867,40.94923782348633,28.419315338134766,7.18943452835083
Kentucky,McLean,818,2663,2105,870,12.670384407043457,41.248451232910156,32.60532760620117,13.475836753845215
Kentucky,Madison,6960,15609,15945,17121,12.510110855102539,28.056079864501953,28.660017013549805,30.773794174194336
Kentucky,Magoffin,2644,3182,2080,830,30.265567779541016,36.42399215698242,23.809524536132812,9.50091552734375
Kentucky,Marion,2390,5842,3029,1626,18.545822143554688,45.33250427246094,23.50430679321289,12.617366790771484
Kentucky,Marshall,2573,8664,7082,4359,11.345797538757324,38.20442581176758,31.228504180908203,19.221271514892578
Kentucky,Martin,2172,3301,2006,991,25.643447875976562,38.97284698486328,23.683589935302734,11.700118064880371
Kentucky,Mason,1610,4079,3780,2289,13.692805290222168,34.6912727355957,32.14832305908203,19.46759605407715
Kentucky,Meade,2184,6848,6529,3741,11.314889907836914,35.478187561035156,33.82551193237305,19.381410598754883
Kentucky,Menifee,1062,2102,1010,525,22.600553512573242,44.7329216003418,21.493934631347656,11.172590255737305
Kentucky,Mercer,2355,5548,4398,2795,15.60015869140625,36.75145721435547,29.133544921875,18.51483917236328
Kentucky,Metcalfe,1719,2711,1689,913,24.445392608642578,38.55233383178711,24.01877212524414,12.983504295349121
Kentucky,Monroe,1867,2916,1567,1066,25.175296783447266,39.32038879394531,21.129989624023438,14.3743257522583
Kentucky,Montgomery,2895,7666,5497,2980,15.206429481506348,40.2668342590332,28.873830795288086,15.652904510498047
Kentucky,Morgan,2337,4072,2202,1234,23.737937927246094,41.3610954284668,22.366683959960938,12.534281730651855
Kentucky,Muhlenberg,3884,9736,5385,2735,17.865684509277344,44.783809661865234,24.770009994506836,12.580496788024902
Kentucky,Nelson,3169,11536,10691,5584,10.229180335998535,37.2369270324707,34.509361267089844,18.024532318115234
Kentucky,Nicholas,1175,2045,1207,432,24.181930541992188,42.086849212646484,24.84050178527832,8.890718460083008
Kentucky,Ohio,2735,7039,4363,2234,16.706371307373047,42.996761322021484,26.650785446166992,13.646081924438477
Kentucky,Oldham,2690,9008,13421,18500,6.167037487030029,20.65155029296875,30.768701553344727,42.4127082824707
Kentucky,Owen,1565,3518,1662,829,20.66279411315918,46.4483757019043,21.943490982055664,10.94533920288086
Kentucky,Owsley,965,1137,488,499,31.239883422851562,36.80802917480469,15.797992706298828,16.154094696044922
Kentucky,Pendleton,1628,4408,2698,1332,16.173255920410156,43.79098129272461,26.803098678588867,13.232664108276367
Kentucky,Perry,4329,6189,5530,2699,23.091693878173828,33.013282775878906,29.4980525970459,14.39696979522705
Kentucky,Pike,9729,16650,10361,5514,23.025039672851562,39.4045524597168,24.520755767822266,13.049652099609375
Kentucky,Powell,1651,3354,2041,1333,19.704021453857422,40.02864456176758,24.3585147857666,15.908819198608398
Kentucky,Pulaski,7756,16103,13857,7440,17.17601203918457,35.66082000732422,30.686952590942383,16.476215362548828
Kentucky,Robertson,230,577,454,246,15.262109756469727,38.28799057006836,30.12607765197754,16.323822021484375
Kentucky,Rockcastle,2561,5160,2806,1349,21.564498901367188,43.448974609375,23.627483367919922,11.35904312133789
Kentucky,Rowan,2257,4758,3668,3572,15.833041191101074,33.37776184082031,25.7313232421875,25.05787467956543
Kentucky,Russell,2704,4769,3249,1843,21.520095825195312,37.95463562011719,25.857540130615234,14.66772747039795
Kentucky,Scott,3205,10800,11491,10104,9.002808570861816,30.337078094482422,32.27809143066406,28.382022857666016
Kentucky,Shelby,4368,9809,10149,8059,13.487726211547852,30.288713455200195,31.33858299255371,24.884977340698242
Kentucky,Simpson,1600,5510,3430,1740,13.029315948486328,44.86970520019531,27.931596755981445,14.169381141662598
Kentucky,Spencer,1250,4713,4389,2636,9.624268531799316,36.2873420715332,33.79273223876953,20.295658111572266
Kentucky,Taylor,2148,6539,4730,3268,12.873838424682617,39.19089126586914,28.34881591796875,19.586454391479492
Kentucky,Todd,1836,3298,1934,1078,22.53866958618164,40.48612976074219,23.741714477539062,13.233489036560059
Kentucky,Trigg,1237,3424,3945,1707,11.994569778442383,33.20081329345703,38.252689361572266,16.551925659179688
Kentucky,Trimble,1034,2784,1344,849,17.201797485351562,46.31509017944336,22.3590087890625,14.124105453491211
Kentucky,Union,949,4555,2967,1054,9.963254928588867,47.8215217590332,31.149606704711914,11.065616607666016
Kentucky,Warren,9275,20786,22825,25141,11.886911392211914,26.639495849609375,29.252695083618164,32.22089767456055
Kentucky,Washington,1315,3473,1868,1539,16.046369552612305,42.37950134277344,22.79438591003418,18.779743194580078
Kentucky,Wayne,3738,5689,3463,1813,25.423383712768555,38.69278335571289,23.553016662597656,12.330817222595215
Kentucky,Webster,1587,4255,2296,906,17.547544479370117,47.047767639160156,25.38699722290039,10.017691612243652
