state,county,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19","Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
Alabama,Autauga,4291,12551,10596,9929,11.483394622802734,33.58845901489258,28.356571197509766,26.57157325744629
Alabama,Baldwin,13893,41797,47274,48148,9.193842887878418,27.659616470336914,31.284080505371094,31.862459182739258
Alabama,Barbour,4812,6396,4676,2080,26.786907196044922,35.60454177856445,26.029836654663086,11.578713417053223
Alabama,Bibb,3386,7256,3848,1678,20.942602157592773,44.8787727355957,23.800098419189453,10.378525733947754
Alabama,Blount,7763,13299,13519,5210,19.509437561035156,33.4221305847168,33.97502136230469,13.093413352966309
Alabama,Bullock,1798,2860,1587,856,25.320377349853516,40.27601623535156,22.34896469116211,12.05463981628418
Alabama,Butler,2066,6244,3279,2230,14.950430870056152,45.184165954589844,23.728200912475586,16.137203216552734
Alabama,Calhoun,12315,25940,26233,14620,15.567325592041016,32.79061508178711,33.16099548339844,18.481063842773438
Alabama,Chambers,4372,8739,7515,3163,18.37824249267578,36.73546600341797,31.59023094177246,13.296061515808105
Alabama,Cherokee,3478,7598,5391,2407,18.427465438842773,40.256439208984375,28.56310272216797,12.7529935836792
Alabama,Chilton,5474,13348,7401,3823,18.218730926513672,44.42521286010742,24.632230758666992,12.723823547363281
Alabama,Choctaw,1737,3515,2964,1113,18.61935806274414,37.67820739746094,31.771894454956055,11.93053913116455
Alabama,Clarke,3259,7005,4456,2050,19.43351173400879,41.771018981933594,26.571258544921875,12.224209785461426
Alabama,Clay,2205,3577,2678,999,23.311132431030273,37.81583786010742,28.311660766601562,10.561369895935059
Alabama,Cleburne,2198,3980,2687,1616,20.971281051635742,37.97347640991211,25.63686752319336,15.418375968933105
Alabama,Coffee,4967,9615,12667,8044,14.073612213134766,27.243362426757812,35.890968322753906,22.792055130004883
Alabama,Colbert,5783,14740,11366,7070,14.843810081481934,37.83464813232422,29.174259185791016,18.14728355407715
Alabama,Conecuh,1384,4516,1805,1128,15.668516159057617,51.12645721435547,20.43473243713379,12.770293235778809
Alabama,Coosa,1652,3327,2221,1059,20.002422332763672,40.283329010009766,26.891876220703125,12.822375297546387
Alabama,Covington,4366,9819,8119,4020,16.58562469482422,37.30056381225586,30.84257698059082,15.271235466003418
Alabama,Crenshaw,2016,3830,2157,1687,20.80495262145996,39.52528381347656,22.260061264038086,17.409700393676758
Alabama,Cullman,10648,19668,19406,8004,18.44576072692871,34.0713005065918,33.617435455322266,13.86550235748291
Alabama,Dale,4651,10819,11961,6078,13.879853248596191,32.28684997558594,35.694889068603516,18.138410568237305
Alabama,Dallas,4757,9411,8178,3854,18.1564884185791,35.91984558105469,31.213741302490234,14.70992374420166
Alabama,DeKalb,12072,16431,13241,6246,25.155241012573242,34.23838424682617,27.59116554260254,13.01521110534668
Alabama,Elmore,7503,18232,16298,14060,13.37600040435791,32.50316619873047,29.05531883239746,25.065515518188477
Alabama,Escambia,4878,11308,6449,3224,18.86383819580078,43.729454040527344,24.9390926361084,12.467613220214844
Alabama,Etowah,11127,23668,24422,12815,15.447300910949707,32.85762023925781,33.90437698364258,17.79070472717285
Alabama,Fayette,2037,4831,3387,1451,17.40133285522461,41.26943588256836,28.933879852294922,12.395352363586426
Alabama,Franklin,4739,7601,5539,2907,22.798999786376953,36.5678825378418,26.647743225097656,13.985374450683594
Alabama,Geneva,3672,6714,5943,2331,19.678457260131836,35.980709075927734,31.848875045776367,12.491961479187012
Alabama,Greene,1204,2237,1766,586,20.78370475769043,38.615570068359375,30.48506736755371,10.115656852722168
Alabama,Hale,1587,4303,2620,1411,15.996371269226074,43.372642517089844,26.408628463745117,14.222356796264648
Alabama,Henry,2509,3961,3622,2076,20.619657516479492,32.55259704589844,29.7666015625,17.06114387512207
Alabama,Houston,10076,22558,23893,15672,13.95587158203125,31.244199752807617,33.093257904052734,21.70667266845703
Alabama,Jackson,6218,15177,10429,5175,16.80586051940918,41.02002716064453,28.18724822998047,13.98686408996582
Alabama,Jefferson,44684,118636,136299,150124,9.935452461242676,26.378620147705078,30.30597496032715,33.37995147705078
Alabama,Lamar,1737,3912,3014,1174,17.657821655273438,39.76822280883789,30.639423370361328,11.93453311920166
Alabama,Lauderdale,8026,22873,17759,14948,12.618306159973145,35.960445404052734,27.92032241821289,23.500926971435547
Alabama,Lawrence,4825,9605,5954,2930,20.69571876525879,41.198421478271484,25.53830337524414,12.567556381225586
Alabama,Lee,8849,23026,30907,34273,9.117510795593262,23.72469139099121,31.844829559326172,35.312965393066406
Alabama,Limestone,10098,20044,18829,16971,15.313457489013672,30.396408081054688,28.55388069152832,25.73625373840332
Alabama,Lowndes,1529,2800,1696,1037,21.651090621948242,39.648826599121094,24.015859603881836,14.684225082397461
Alabama,Macon,2190,3633,3760,2450,18.199949264526367,30.191972732543945,31.24740219116211,20.360673904418945
Alabama,Madison,20562,51126,70137,105935,8.29916000366211,20.635292053222656,28.308443069458008,42.757102966308594
Alabama,Marengo,2118,4970,3895,2109,16.177818298339844,37.96211242675781,29.750993728637695,16.109073638916016
Alabama,Marion,4345,7408,6804,2715,20.425912857055664,34.82512283325195,31.985708236694336,12.763257026672363
Alabama,Marshall,11761,19920,19887,12387,18.38949203491211,31.146900177001953,31.095300674438477,19.368305206298828
Alabama,Mobile,37736,94715,81698,64689,13.533306121826172,33.967750549316406,29.299449920654297,23.199491500854492
Alabama,Monroe,2113,6952,3670,1983,14.35657024383545,47.23468017578125,24.935453414916992,13.473298072814941
Alabama,Montgomery,19978,37648,42690,50254,13.268247604370117,25.003652572631836,28.35226058959961,33.37583923339844
Alabama,Morgan,13137,25075,25790,18476,15.927884101867676,30.40204620361328,31.268943786621094,22.401124954223633
Alabama,Perry,1010,2172,1361,1340,17.16811180114746,36.91993713378906,23.13445472717285,22.777494430541992
Alabama,Pickens,2680,5388,4380,2047,18.489133834838867,37.17144012451172,30.217315673828125,14.122111320495605
Alabama,Pike,2901,6899,4918,4580,15.032646179199219,35.74981689453125,25.484506607055664,23.733028411865234
Alabama,Randolph,3213,5502,4454,2607,20.366378784179688,34.87575912475586,28.232759475708008,16.525100708007812
Alabama,Russell,6297,12237,13449,6937,16.17934226989746,31.441417694091797,34.55550003051758,17.823741912841797
Alabama,St. Clair,9488,21849,20207,9880,15.446730613708496,35.57078552246094,32.89756393432617,16.084917068481445
Alabama,Shelby,10658,28835,43503,62431,7.328763008117676,19.827817916870117,29.913976669311523,42.929443359375
Alabama,Sumter,1076,2860,2408,1744,13.303659439086914,35.36103057861328,29.772502899169922,21.562808990478516
Alabama,Talladega,11014,18881,17721,8377,19.670316696166992,33.72028732299805,31.64859962463379,14.960798263549805
Alabama,Tallapoosa,5546,9376,8458,5287,19.34628677368164,32.70659637451172,29.504308700561523,18.442808151245117
Alabama,Tuscaloosa,15036,38580,35780,39660,11.650755882263184,29.893999099731445,27.72439956665039,30.730846405029297
Alabama,Walker,8141,16796,14765,5080,18.17917823791504,37.506141662597656,32.9708366394043,11.343843460083008
Alabama,Washington,1971,4886,3052,1437,17.371761322021484,43.06363296508789,26.89934730529785,12.66525650024414
Alabama,Wilcox,1675,2808,1742,889,23.545122146606445,39.471466064453125,24.486927032470703,12.496485710144043
Alabama,Winston,3635,6556,4764,2201,21.187923431396484,38.21403503417969,27.76871109008789,12.829330444335938
Alaska,Anchorage Municipality,11701,44936,65951,69282,6.098400115966797,23.420024871826172,34.37275314331055,36.108821868896484
Alaska,Bethel Census Area,1871,4550,2216,1164,19.089889526367188,46.42383575439453,22.60993766784668,11.876338958740234
Alaska,Bristol Bay Borough,38,235,219,143,5.984251976013184,37.00787353515625,34.488189697265625,22.519685745239258
Alaska,Dillingham Census Area,396,1078,782,639,13.678756713867188,37.23661422729492,27.0120906829834,22.072538375854492
Alaska,Fairbanks North Star Borough,3406,13993,25045,19402,5.507227420806885,22.625553131103516,40.49574661254883,31.371471405029297
Alaska,Haines Borough,46,558,621,625,2.4864864349365234,30.16216278076172,33.56756591796875,33.783782958984375
Alaska,Juneau City and Borough,818,4875,8202,8666,3.625725746154785,21.60808563232422,36.35477066040039,38.41141891479492
Alaska,Kenai Peninsula Borough,2977,12702,14977,9995,7.323313236236572,31.246463775634766,36.84288024902344,24.58734130859375
Alaska,Ketchikan Gateway Borough,697,2864,3644,2437,7.228790760040283,29.703380584716797,37.79298782348633,25.274839401245117
Alaska,Kodiak Island Borough,912,2653,2868,2501,10.2081937789917,29.695545196533203,32.102081298828125,27.994178771972656
Alaska,Kusilvak Census Area,847,2246,760,157,21.122194290161133,56.00997543334961,18.952617645263672,3.9152119159698486
Alaska,Matanuska-Susitna Borough,4808,22553,26100,14725,7.051301002502441,33.075706481933594,38.277652740478516,21.5953426361084
Alaska,Nome Census Area,852,2270,1507,891,15.434782981872559,41.12318801879883,27.300724029541016,16.14130401611328
Alaska,North Slope Borough,668,2795,1967,1075,10.269023895263672,42.966949462890625,30.238277435302734,16.52574920654297
Alaska,Northwest Arctic Borough,735,1964,953,557,17.46257972717285,46.66191482543945,22.641958236694336,13.23354721069336
Alaska,Sitka City and Borough,325,1683,2087,2051,5.287992000579834,27.383665084838867,33.95704650878906,33.371299743652344
Alaska,Southeast Fairbanks Census Area,458,1546,1624,890,10.137228965759277,34.21868133544922,35.94511032104492,19.69898223876953
Alaska,Valdez-Cordova Census Area,300,1997,2185,1998,4.629629611968994,30.817901611328125,33.71913528442383,30.83333396911621
Alaska,Yukon-Koyukuk Census Area,483,1383,1108,468,14.032539367675781,40.18012619018555,32.19058609008789,13.596746444702148
Arizona,Apache,8809,14491,16120,5529,19.597766876220703,32.2387580871582,35.86286544799805,12.300607681274414
Arizona,Cochise,11057,21124,35205,20253,12.61652946472168,24.103424072265625,40.17047119140625,23.109575271606445
Arizona,Coconino,7876,18310,26852,30042,9.480019569396973,22.038997650146484,32.320655822753906,36.16032791137695
Arizona,Gila,5378,10955,15629,7368,13.674039840698242,27.854055404663086,39.73811340332031,18.73379135131836
Arizona,Graham,3495,6809,9810,3592,14.74310302734375,28.722686767578125,41.381927490234375,15.152281761169434
Arizona,Greenlee,699,2032,2332,791,11.940553665161133,34.711307525634766,39.83600997924805,13.512128829956055
Arizona,Maricopa,353350,644671,939477,941317,12.274147987365723,22.39362335205078,32.6341552734375,32.69807052612305
Arizona,Mohave,22068,55982,59836,20505,13.932609558105469,35.344181060791016,37.77739715576172,12.94581127166748
Arizona,Navajo,11720,21383,26664,10758,16.618221282958984,30.319744110107422,37.80786895751953,15.254165649414062
Arizona,Pima,79892,153022,232157,222733,11.615518569946289,22.247907638549805,33.75336456298828,32.383209228515625
Arizona,Pinal,42607,87608,110668,58470,14.23302936553955,29.265783309936523,36.96906280517578,19.532123565673828
Arizona,Santa Cruz,6857,8398,8060,5987,23.401132583618164,28.660160064697266,27.506654739379883,20.432052612304688
Arizona,Yavapai,15683,45277,68914,45341,8.95071792602539,25.840824127197266,39.33110809326172,25.877349853515625
Arizona,Yuma,35444,34067,43093,19912,26.746959686279297,25.707839965820312,32.51909255981445,15.02610969543457
Arkansas,Arkansas,1999,4832,3633,1959,16.091121673583984,38.89559555053711,29.244144439697266,15.76913833618164
Arkansas,Ashley,2307,6027,3765,1703,16.714969635009766,43.66758346557617,27.278656005859375,12.338791847229004
Arkansas,Baxter,3581,11536,10976,5682,11.269865989685059,36.30527114868164,34.54288101196289,17.881982803344727
Arkansas,Benton,19857,50742,45308,58000,11.418171882629395,29.177663803100586,26.05300521850586,33.351158142089844
Arkansas,Boone,3271,8675,9844,4193,12.589000701904297,33.38721466064453,37.88631057739258,16.137474060058594
Arkansas,Bradley,1426,3105,1911,1078,18.962766647338867,41.289894104003906,25.412233352661133,14.33510684967041
Arkansas,Calhoun,586,1661,1046,424,15.765401840209961,44.68657684326172,28.140974044799805,11.407048225402832
Arkansas,Carroll,2724,7134,5781,4213,13.721539497375488,35.9359245300293,29.12049102783203,21.222043991088867
Arkansas,Chicot,1431,2833,1995,1182,19.231287002563477,38.072837829589844,26.8109130859375,15.88496208190918
Arkansas,Clark,1323,3976,4364,3508,10.044795036315918,30.187532424926758,33.133399963378906,26.6342716217041
Arkansas,Clay,1845,4410,2947,1323,17.529691696166992,41.900238037109375,28.0,12.57007122039795
Arkansas,Cleburne,2627,8007,5153,2906,14.053388595581055,42.8342170715332,27.566469192504883,15.545926094055176
Arkansas,Cleveland,594,2653,1526,926,10.422881126403809,46.552024841308594,26.776626586914062,16.248464584350586
Arkansas,Columbia,2071,6116,3595,2879,14.1259126663208,41.71611785888672,24.520837783813477,19.63713264465332
Arkansas,Conway,1876,6352,3995,2263,12.950434684753418,43.84923553466797,27.578351974487305,15.621979713439941
Arkansas,Craighead,7362,23849,19662,18091,10.675134658813477,34.581809997558594,28.510526657104492,26.232526779174805
Arkansas,Crawford,6347,15753,13409,6747,15.020352363586426,37.279911041259766,31.732770919799805,15.966962814331055
Arkansas,Crittenden,5385,10768,9414,5400,17.38947868347168,34.772499084472656,30.400102615356445,17.437917709350586
Arkansas,Cross,1883,4778,3191,1661,16.355424880981445,41.500911712646484,27.716493606567383,14.427168846130371
Arkansas,Dallas,826,2267,1442,610,16.05442237854004,44.06219482421875,28.027210235595703,11.856170654296875
Arkansas,Desha,1482,3491,1753,1100,18.93687629699707,44.60771942138672,22.39969253540039,14.05571174621582
Arkansas,Drew,1526,4115,3364,2656,13.086356163024902,35.288570404052734,28.848297119140625,22.776777267456055
Arkansas,Faulkner,6196,23112,23378,23183,8.166707992553711,30.463035583496094,30.81363868713379,30.556617736816406
Arkansas,Franklin,1956,4930,3672,1459,16.276941299438477,41.02521514892578,30.556711196899414,12.141133308410645
Arkansas,Fulton,1275,3171,3322,1083,14.405152320861816,35.82646179199219,37.5324821472168,12.235905647277832
Arkansas,Garland,7779,22462,25762,15464,10.884743690490723,31.42989158630371,36.04740524291992,21.637958526611328
Arkansas,Grant,1170,5570,3600,2380,9.198113441467285,43.789306640625,28.30188751220703,18.710691452026367
Arkansas,Greene,3536,13792,7887,4859,11.757664680480957,45.86021041870117,26.225311279296875,16.15681266784668
Arkansas,Hempstead,2491,5276,4400,2162,17.38432502746582,36.8204345703125,30.706958770751953,15.088282585144043
Arkansas,Hot Spring,3442,9474,8150,3227,14.16869068145752,38.9988899230957,33.54875946044922,13.283661842346191
Arkansas,Howard,1297,3371,2921,1192,14.770526885986328,38.389705657958984,33.2650032043457,13.574763298034668
Arkansas,Independence,3512,9451,7753,4406,13.979778289794922,37.62041091918945,30.86139678955078,17.53841209411621
Arkansas,Izard,1653,3876,3334,1332,16.213830947875977,38.01863479614258,32.70230484008789,13.065228462219238
Arkansas,Jackson,2421,5186,3361,1239,19.832881927490234,42.483821868896484,27.533382415771484,10.149913787841797
Arkansas,Jefferson,6499,18240,13726,8439,13.855960845947266,38.887939453125,29.264028549194336,17.992069244384766
Arkansas,Johnson,3678,7082,3982,2679,21.112449645996094,40.6520881652832,22.857471466064453,15.377991676330566
Arkansas,Lafayette,995,1972,1161,775,20.293697357177734,40.220272064208984,23.679380416870117,15.806649208068848
Arkansas,Lawrence,1782,4340,3377,1730,15.869623184204102,38.649925231933594,30.073915481567383,15.406537055969238
Arkansas,Lee,1632,2728,1668,726,24.1634578704834,40.3908805847168,24.696475982666016,10.749185562133789
Arkansas,Lincoln,1951,4878,2481,1004,18.91603660583496,47.29493713378906,24.054683685302734,9.734341621398926
Arkansas,Little River,960,3882,2762,1090,11.042098045349121,44.651485443115234,31.76903533935547,12.537382125854492
Arkansas,Logan,2108,6902,4256,2043,13.769678115844727,45.084590911865234,27.800640106201172,13.345090866088867
Arkansas,Lonoke,5246,17701,15363,9944,10.871637344360352,36.68296813964844,31.8377742767334,20.60761833190918
Arkansas,Madison,2164,4903,2522,1590,19.357725143432617,43.8590202331543,22.560157775878906,14.22309684753418
Arkansas,Marion,1700,4727,4022,2151,13.492063522338867,37.515872955322266,31.920635223388672,17.071428298950195
Arkansas,Miller,4018,10473,10200,4970,13.546407699584961,35.308990478515625,34.38859176635742,16.756010055541992
Arkansas,Mississippi,5137,10586,7757,3771,18.850685119628906,38.84627914428711,28.465009689331055,13.838024139404297
Arkansas,Monroe,1064,2077,1252,639,21.14467430114746,41.27583312988281,24.88076400756836,12.698728561401367
Arkansas,Montgomery,1351,2432,2002,902,20.203380584716797,36.369075775146484,29.93868637084961,13.488859176635742
Arkansas,Nevada,562,2513,1917,853,9.615056037902832,42.99401092529297,32.797264099121094,14.593669891357422
Arkansas,Newton,774,2026,1754,1172,13.517289161682129,35.38246536254883,30.632204055786133,20.468040466308594
Arkansas,Ouachita,2286,6816,4908,2370,13.95604419708252,41.61172103881836,29.963369369506836,14.468864440917969
Arkansas,Perry,1099,3022,2213,918,15.154439926147461,41.6712646484375,30.51572036743164,12.658576965332031
Arkansas,Phillips,2367,3833,4146,1653,19.72664451599121,31.94432830810547,34.552879333496094,13.776147842407227
Arkansas,Pike,949,2865,2410,1301,12.611295700073242,38.073089599609375,32.02657699584961,17.28903579711914
Arkansas,Poinsett,3204,7019,4265,1804,19.666093826293945,43.08249282836914,26.178491592407227,11.072918891906738
Arkansas,Polk,2119,5136,4817,1981,15.078630447387695,36.54735565185547,34.27737808227539,14.096633911132812
Arkansas,Pope,6286,14253,10742,9220,15.520604133605957,35.19172286987305,26.522802352905273,22.764869689941406
Arkansas,Prairie,1004,2388,1663,923,16.79491424560547,39.94647216796875,27.818668365478516,15.439946174621582
Arkansas,Pulaski,25739,69244,80241,91541,9.648567199707031,25.956928253173828,30.079282760620117,34.31521987915039
Arkansas,Randolph,2093,4417,4028,1694,17.110857009887695,36.11020278930664,32.93001937866211,13.848920822143555
Arkansas,St. Francis,3239,6739,6075,1861,18.08083152770996,37.618621826171875,33.912025451660156,10.38852310180664
Arkansas,Saline,7756,25927,26944,22073,9.3784761428833,31.350664138793945,32.58041000366211,26.690446853637695
Arkansas,Scott,1460,2853,2034,652,20.860122680664062,40.76296615600586,29.061294555664062,9.315616607666016
Arkansas,Searcy,1057,2326,1721,689,18.246158599853516,40.15190887451172,29.708269119262695,11.893664360046387
Arkansas,Sebastian,13548,26385,26951,18122,15.937698364257812,31.038986206054688,31.70482063293457,21.31849479675293
Arkansas,Sevier,2510,4003,2806,1367,23.488676071166992,37.460227966308594,26.258655548095703,12.792438507080078
Arkansas,Sharp,2052,5071,4022,1261,16.54038429260254,40.87538146972656,32.419795989990234,10.164436340332031
Arkansas,Stone,1737,3215,2987,1279,18.84356689453125,34.87741470336914,32.40399169921875,13.87502670288086
Arkansas,Union,4029,9509,7583,5642,15.054366111755371,35.5303955078125,28.333894729614258,21.081342697143555
Arkansas,Van Buren,1820,5213,3425,1777,14.875357627868652,42.60727310180664,27.99346160888672,14.523906707763672
Arkansas,Washington,21148,36273,36611,46968,14.998581886291504,25.72553253173828,25.965248107910156,33.310638427734375
Arkansas,White,7975,20092,12382,10659,15.60421085357666,39.312828063964844,24.227127075195312,20.8558349609375
Arkansas,Woodruff,853,2041,1113,655,18.29686737060547,43.77949523925781,23.87387466430664,14.049763679504395
Arkansas,Yell,3160,5806,3673,1858,21.7976131439209,40.04966354370117,25.33627700805664,12.816444396972656
California,Alameda,135524,205980,275053,556105,11.556953430175781,17.56516456604004,23.45543670654297,47.422447204589844
California,Alpine,68,216,220,266,8.831169128417969,28.05194854736328,28.571428298950195,34.54545593261719
California,Amador,3024,8322,13112,5837,9.981844902038574,27.469879150390625,43.281070709228516,19.2672061920166
California,Butte,15864,33186,58310,40149,10.754597663879395,22.497610092163086,39.52979278564453,27.218000411987305
California,Calaveras,3424,9759,15281,6384,9.825528144836426,28.00447654724121,43.85043716430664,18.31955909729004
California,Colusa,3932,3586,4107,2052,28.748994827270508,26.219200134277344,30.028514862060547,15.003290176391602
California,Contra Costa,82921,135825,235034,333398,10.533958435058594,17.254674911499023,29.85779571533203,42.353572845458984
California,Del Norte,3918,6095,6724,2907,19.94502067565918,31.027286529541016,34.22928237915039,14.79841136932373
California,El Dorado,9029,29137,51867,46995,6.5891642570495605,21.26353645324707,37.85138702392578,34.2959098815918
California,Fresno,145232,137213,193773,127919,24.039581298828125,22.71223258972168,32.07434844970703,21.173839569091797
California,Glenn,4518,4890,6002,2541,25.168514251708984,27.240821838378906,33.435462951660156,14.155200004577637
California,Humboldt,8811,20505,35024,28123,9.529216766357422,22.176437377929688,37.878936767578125,30.415409088134766
California,Imperial,33336,26782,33247,16760,30.271055221557617,24.319637298583984,30.19023895263672,15.219069480895996
California,Inyo,1508,3775,4334,3587,11.420781135559082,28.589820861816406,32.823387145996094,27.1660099029541
California,Kern,139316,149493,160896,88094,25.90484619140625,27.79718780517578,29.917497634887695,16.380468368530273
California,Kings,24758,23488,31040,13630,26.645572662353516,25.278745651245117,33.406517028808594,14.669163703918457
California,Lake,6604,14169,18441,7212,14.224787712097168,30.5195369720459,39.721275329589844,15.534399032592773
California,Lassen,3807,7799,8081,2928,16.833959579467773,34.4859619140625,35.7329216003418,12.947158813476562
California,Los Angeles,1437059,1419449,1789308,2241079,20.866573333740234,20.610870361328125,25.981346130371094,32.54121017456055
California,Madera,27373,24303,31659,14192,28.06709861755371,24.919252395629883,32.4617805480957,14.551867485046387
California,Marin,12759,20018,44352,113274,6.7010498046875,10.513489723205566,23.293750762939453,59.4917106628418
California,Mariposa,1283,3320,5681,3348,9.411678314208984,24.354459762573242,41.67400360107422,24.559858322143555
California,Mendocino,8346,15528,22974,15157,13.460205078125,25.043142318725586,37.051849365234375,24.44480323791504
California,Merced,49522,40500,48248,22118,30.876375198364258,25.251266479492188,30.082050323486328,13.790308952331543
California,Modoc,1025,2224,2467,1024,15.207715034484863,32.997032165527344,36.60237503051758,15.192878723144531
California,Mono,1135,2402,3529,2861,11.433464050292969,24.196636199951172,35.54951095581055,28.820388793945312
California,Monterey,78519,56000,73043,68106,28.48317527770996,20.31429100036621,26.496728897094727,24.7058048248291
California,Napa,14227,17473,31432,35091,14.484387397766113,17.789112091064453,32.00065231323242,35.72584915161133
California,Nevada,4286,13957,29450,28307,5.639473915100098,18.364473342895508,38.75,37.24605178833008
California,Orange,315045,373447,599846,880086,14.528754234313965,17.222047805786133,27.662763595581055,40.58643341064453
California,Placer,14777,48614,99628,107378,5.464927673339844,17.978750228881836,36.84508514404297,39.711238861083984
California,Plumas,709,3773,6565,3432,4.89674711227417,26.058429718017578,45.341529846191406,23.70329475402832
California,Riverside,280136,418902,512894,347937,17.95894432067871,26.854948043823242,32.88058090209961,22.305526733398438
California,Sacramento,126265,230622,354374,317319,12.27566146850586,22.421396255493164,34.45273971557617,30.850200653076172
California,San Benito,7616,9644,14012,7686,19.549257278442383,24.754863739013672,35.96693801879883,19.728939056396484
California,San Bernardino,270241,355250,441645,283484,20.008663177490234,26.302734375,32.69942855834961,20.98917579650879
California,San Diego,282031,409613,683145,871782,12.55384349822998,18.23280906677246,30.408342361450195,38.80500411987305
California,San Francisco,80204,83795,127615,403716,11.534667015075684,12.051112174987793,18.3531551361084,58.061065673828125
California,San Joaquin,96843,132461,150446,87705,20.717073440551758,28.336631774902344,32.184059143066406,18.76223373413086
California,San Luis Obispo,16514,37609,67922,66812,8.744181632995605,19.91400909423828,35.964778900146484,35.37702941894531
California,San Mateo,57386,81909,130946,281049,10.409403800964355,14.857697486877441,23.752653121948242,50.980247497558594
California,Santa Barbara,52419,49006,79694,93973,19.05508041381836,17.814403533935547,28.96994400024414,34.16057205200195
California,Santa Clara,155203,188180,292055,699520,11.626058578491211,14.09632396697998,21.87746810913086,52.400150299072266
California,Santa Cruz,24593,27933,53963,73511,13.6627779006958,15.518333435058594,29.97944450378418,40.83944320678711
California,Shasta,11275,32118,55087,28044,8.91135311126709,25.384906768798828,43.53877639770508,22.16496467590332
California,Sierra,185,766,1035,434,7.644628047943115,31.65289306640625,42.76859664916992,17.933883666992188
California,Siskiyou,3095,8074,13170,7343,9.768954277038574,25.4845027923584,41.56934356689453,23.17719841003418
California,Solano,35139,72340,114484,81736,11.570337295532227,23.819637298583984,37.696533203125,26.913490295410156
California,Sonoma,40280,67371,124081,127582,11.210250854492188,18.749895095825195,34.53274917602539,35.50710678100586
California,Stanislaus,72491,100758,111725,58652,21.095901489257812,29.32199478149414,32.513545989990234,17.068557739257812
California,Sutter,13673,14613,22916,11424,21.83278465270996,23.333759307861328,36.59183120727539,18.24162483215332
California,Tehama,6780,13212,16990,6868,15.461801528930664,30.129987716674805,38.745723724365234,15.66248607635498
California,Trinity,752,3428,3745,1922,7.636843681335449,34.8126335144043,38.03188705444336,19.518634796142578
California,Tulare,79125,69314,83215,39697,29.159648895263672,25.544036865234375,30.666921615600586,14.62939167022705
California,Tuolumne,3829,11691,17313,8471,9.270288467407227,28.304763793945312,41.916038513183594,20.508909225463867
California,Ventura,85256,109206,183009,192675,14.953362464904785,19.154041290283203,32.0986213684082,33.793975830078125
California,Yolo,17179,23086,34470,52851,13.464643478393555,18.09446144104004,27.017070770263672,41.423824310302734
California,Yuba,8506,11333,20001,8193,17.70865821838379,23.594196319580078,41.64012145996094,17.057024002075195
Colorado,Adams,52590,92779,100196,78690,16.218717575073242,28.612974166870117,30.900371551513672,24.26793670654297
Colorado,Alamosa,1264,2742,3204,2409,13.14065933227539,28.50608253479004,33.30907440185547,25.0441837310791
Colorado,Arapahoe,32339,91255,127088,187205,7.3852386474609375,20.83985137939453,29.023012161254883,42.751895904541016
Colorado,Archuleta,777,2131,3462,3767,7.664989471435547,21.02199935913086,34.15211486816406,37.16089630126953
Colorado,Baca,359,730,961,558,13.765336990356445,27.99079704284668,36.84815979003906,21.395706176757812
Colorado,Bent,691,2210,1116,517,15.240406036376953,48.74283218383789,24.61402702331543,11.402734756469727
Colorado,Boulder,10596,24916,45172,132071,4.980376720428467,11.7111234664917,21.23193359375,62.076568603515625
Colorado,Chaffee,1004,4193,5082,5244,6.467822074890137,27.011531829833984,32.73851776123047,33.78213119506836
Colorado,Cheyenne,112,492,477,257,8.370702743530273,36.77130126953125,35.65022277832031,19.207773208618164
Colorado,Clear Creek,102,1613,2115,3546,1.3828632831573486,21.868221282958984,28.6740779876709,48.07483673095703
Colorado,Conejos,636,1794,1747,1109,12.031782150268555,33.93870544433594,33.049564361572266,20.97994613647461
Colorado,Costilla,532,684,1038,539,19.047618865966797,24.489795684814453,37.16434097290039,19.298246383666992
Colorado,Crowley,540,1653,1339,351,13.906773567199707,42.5701789855957,34.483646392822266,9.039402961730957
Colorado,Custer,244,791,1537,1240,6.400839328765869,20.750263214111328,40.32004165649414,32.52885437011719
Colorado,Delta,2071,8544,6843,4835,9.289911270141602,38.325931549072266,30.69573402404785,21.68842315673828
Colorado,Denver,60938,85694,110587,251499,11.978738784790039,16.845088958740234,21.73836898803711,49.437801361083984
Colorado,Dolores,86,506,469,337,6.151645183563232,36.19456481933594,33.54792404174805,24.105865478515625
Colorado,Douglas,4158,26712,62264,128705,1.874332308769226,12.041165351867676,28.067201614379883,58.01729965209961
Colorado,Eagle,4522,5854,9968,18161,11.743928909301758,15.20322036743164,25.88754653930664,47.16530227661133
Colorado,Elbert,600,4422,6740,6564,3.2740368843078613,24.12965202331543,36.77834701538086,35.817962646484375
Colorado,El Paso,26003,92340,159628,174144,5.751412868499756,20.424007415771484,35.30694580078125,38.517635345458984
Colorado,Fremont,3668,14532,11922,6820,9.929078102111816,39.33734130859375,32.27220916748047,18.46137237548828
Colorado,Garfield,4685,10623,11811,12179,11.92172622680664,27.031909942626953,30.054964065551758,30.99139976501465
Colorado,Gilpin,76,1055,1844,1948,1.543774127960205,21.430023193359375,37.45683670043945,39.569366455078125
