city,state,Construction - Central Staff Services,Regular Highways,Police Protection,Parks and Recreation,Current Operations - Police Protection,Sewerage,Local Fire Protection,Water Utilities,Central Staff Services,Protective Inspection and Regulation - Other,Financial Administration,General - Interest on Debt,Other Capital Outlay - Sewerage,Water Utilities - Interest on Debt,"Assistance and Subsidies - Public Welfare, Cash Assistance Programs - Other",Construction - Regular Highways,General - Other,Current Operations - General - Other,Solid Waste Management,General Public Buildings,Housing and Community Development,Transit Utilities,Corrections - Other,Judicial and Legal Services,Health - Other,Parking Facilities,Intergovernmental to Local - Other - Financial Administration,Intergovernmental to State - Transit Utilities,Other Capital Outlay - Local Fire Protection,Total Salaries and Wages,Construction - Housing and Community Development,Sea and Inland Port Facilities,Libraries,Miscellaneous Commercial Activities - Other,Intergovernmental to Local - Other - General - Other,Other - Health - Other,Other - Gas Utilities,Other - Sewerage,Other - Police Protection,Other - Judicial and Legal Services,Other Capital Outlay - General Public Building,Construction - Sewerage,Air Transportation,Public Welfare - Other,Intergovernmental to Local - Other - Transit Utilities,Other Capital Outlay - General - Other,Other Capital Outlay - Parks and Recreation,Construction - Parks and Recreation,Current Operations - Water Utilities,Construction - Electric Utilities,Elementary and Secondary Education,Current Operations - Electric Utilities,"Public Welfare, Vendor Payments for Medical Care",Electric Utilities - Interest on Debt,Other Capital Outlay - Police Protection,Electric Utilities,General Public Building,Gas Utilities,Other Capital Outlay - Regular Highways,Construction - Water Utilities,Intergovernmental to Local - Other - Correctional Institutions,Other - General - Other,Other - Central Staff Services,Intergovernmental to Local - Other - Police Protection,Natural Resources - Other,Correctional Institutions,Other - Transit Utilities,Other Capital Outlay - Solid Waste Management,Construction - Police Protection,Construction - Air Transportation,Intergovernmental to Local - Other - Public Welfare - Other,Other - Other Higher Education,Other - Housing and Community Development,Other - Elementary and Secondary Education,Other - Natural Resources - Other,Intergovernmental to State - Health - Other,Other Higher Education,Other Capital Outlay - Miscellaneous Commercial Activities - Other,Intergovernmental to Local - Other - Air Transportation,Intergovernmental to State - Air Transportation,Current Operations - Housing and Community Development,Intergovernmental to Local - Other - Housing and Community Development,Intergovernmental to State - Housing and Community Development,Protective Inspection and Regulations - Other,Other Capital Outlay - Housing and Community Development,Construction - General - Other,Gas Utilities - Interest on Debt,Intergovernmental to Local - Other - Libraries,Other Capital Outlay - Water Utilities,Other Capital Outlay - Electric Utilities,Intergovernmental to Local - Other - Water Utilities,Other - Financial Administration,Other - Local Fire Protection,Other - Parks and Recreation,Current Operations - Regular Highways,Current Operations - Sewerage,Current Operations - Elementary and Secondary Education,Other Capital Outlay - Elementary and Secondary Education,Construction - Parking Facilities,Current Operations - Central Staff Services,Other Capital Outlay - Protective Inspection and Regulation - Other,Toll Highways,Other Capital Outlay - Central Staff Services,Other - Water Utilities,Other - Solid Waste Management,Other Capital Outlay - Libraries,Intergovernmental to Local - Other - Central Staff Services,Other - Correctional Institutions,Other - Parking Facilities,Other - Public Welfare - Other,Other - Air Transportation,"Assistance and Subsidies - Public Welfare, Federal Categorical Assistance Programs","Public Welfare, Cash Assistance Programs - Other","Public Welfare, Vendor Payments for Other Purposes",Other - Libraries,Hospitals,Construction - Elementary and Secondary Education,Intergovernmental to Local - Other - Elementary and Secondary Education,Other Capital Outlay - Natural Resources - Other,Other - Regular Highways,Intergovernmental to Local - Other - Sewerage,Construction - Local Fire Protection,Current Operations - Gas Utilities,Other Capital Outlay - Financial Administration,Transit Utilities - Interest on Debt,Current Operations - Local Fire Protection,Intergovernmental to State - General - Other,Intergovernmental to State - Elementary and Secondary Education,Intergovernmental to Local - Other - Solid Waste Management,Other Capital Outlay - Air Transportation,Other - Hospitals,Construction - Solid Waste Management,Intergovernmental to Local - Other - Local Fire Protection,Current Operations - Correctional Institutions,Current Operations - Hospitals,Intergovernmental to Local - Other - Hospitals,Other Capital Outlay - Hospitals,Intergovernmental to State - Regular Highways,General,Own Hospitals,Fire Protection,Welfare - Other,Health Services - Other,Welfare Institutions,"Welfare, Vendor Payments for Other Purposes",Employee Retirement - Benefit Payments,Securities - Corporate Bonds (market),Total Cash and Deposits,Withdrawals,Equipment Only - Own Hospitals,Judicial and Legal,Correction - Other,Intergovernmental to State - Corrections,Welfare,Judicial,Central Staff,Natural Resource - Other,Intergovernmental to State - Sewerage,Construction - Public Welfare - Other,Intergovernmental to Local - Other - Health - Other,Intergovernmental to State - Electric Utilities,Construction - Hospitals,Other Capital Outlay - Health - Other,Construction - Gas Utilities,"Current Operations - Public Welfare, Vendor Payments for Other Purposes",Construction - General Public Buildings,"Public Welfare, Federal Categorical Assistance Programs",Construction - Transit Utilities,Current Operations - Health - Other,Liquor Stores,Other Capital Outlay - Transit Utilities,Intergovernmental to State - Water Utilities,Other - Electric Utilities,Intergovernmental to Local - Other - Judicial and Legal Services,Intergovernmental to State - Judicial and Legal Services,Intergovernmental to Local - Other - Parking Facilities,Current Operations - Financial Administration,Current Operations - Parks and Recreation,Construction - Sea and Inland Port Facilities,Intergovernmental to Local - Other - Sea and Inland Port Facilities,Other Capital Outlay - Sea and Inland Port Facilities,Intergovernmental to Local - Other - Electric Utilities,Other - Protective Inspection and Regulations,Intergovernmental to Local - Other - Parks and Recreation,Construction - Natural Resources - Other,Current Operations - Liquor Stores,Other Capital Outlay - Gas Utilities,Other Capital Outlay - Parking Facilities,Intergovernmental to Local - Other - Corrections,Current Operations - General Public Buildings,Current Operations - Air Transportation,Other - Corrections,Construction - Toll Highways,Intergovernmental to Local - Other - Regular Highways,Intergovernmental to State - Police Protection,Construction - Protective Inspection and Regulation - Other,Current Operations - Transit Utilities,Construction - Financial Administration,Intergovernmental to State - Natural Resources - Other,Other Capital Outlay - Public Welfare - Other,Public Welfare,Public Welfare Institutions,Other - Health,Construction - Libraries,Corrections,Intergovernmental to State - Hospitals,Intergovernmental to State - Financial Administration,Higher Education Auxiliary Enterprises,Intergovernmental to State - Public Welfare - Categorical Assistance Programs,Employee Retirement - Corporate Stocks,Corporate Bonds,Benefit Payments,Intergovernmental to Local - Other - Natural Resources - Other,Intergovernmental to State - Solid Waste Management,Current Operations - Toll Highways,Current Operations - Solid Waste Management
Independence,Kentucky,,22.44,,3.89,78.50,,,,46.53,,2.14,9.92,,,,63.22,,,,,,,,,,,,,,97.09,,,,,,,,,,,,,,,,,,,,,,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmira,New-York,,33.60,0.07,48.05,,0.30,169.73,226.33,13.01,13.16,26.91,78.18,,,,106.38,39.55,424.60,34.04,15.49,39.96,,,10.20,12.20,6.21,8.58,,,586.35,,,,,,,,,,,,,,,,8.87,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hattiesburg,Mississippi,,11.45,,152.35,247.48,160.70,3.03,116.37,1.20,15.15,12.08,53.25,,52.11,,,5.45,,0.61,58.59,15.57,32.42,,28.59,0.48,5.73,,,,,,,,2.88,,,,,,,,66.83,0.89,,,,,,,,,,,,19.69,,,,,,39.90,,,,14.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San-Francisco,California,,142.76,611.36,319.61,,163.64,345.82,247.83,399.55,84.21,69.62,606.23,,186.04,644.30,,465.53,,,,425.46,1005.32,37.56,148.41,2.10,201.83,,,,1.60,,84.67,135.75,,1.37,0.34,,,,,,,663.20,586.64,,,,,,,,,,3.63,,176.48,,,,,,,,,,226.78,,,,,,,,,,,,,,,,,,,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.94,,1280.13,,,,,,,,,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.20,655.31,2116.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord,New-Hampshire,,,,96.73,,,,,,7.22,,61.36,,,,,,,,,,,,,,25.35,,,,429.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion,Arkansas,,13.16,,41.19,168.56,5.93,35.82,47.93,,,68.89,634.85,,,,,51.34,,38.18,,,,,,5.12,,,,,0.73,,,,,,,,,,,,,,,,50.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan,Wyoming,,170.23,10.59,5.74,204.91,5.91,92.47,6.86,3.07,24.97,25.03,10.42,,23.47,,,2.84,,0.84,23.30,,,,14.66,18.73,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,14.88,386.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winston-Salem,North-Carolina,,0.70,2.22,1.77,300.64,9.68,0.49,99.49,54.48,18.40,18.96,142.94,,34.57,,,33.93,,1.42,2.07,7.15,68.09,,5.46,,0.24,2.66,,,24.57,,,,,,0.54,,,,,21.22,115.51,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntley,Illinois,5.47,19.17,5.58,,,35.15,,88.14,6.46,,,41.13,,,,,,292.05,,,,,,,,,,,,264.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilkes-Barre,Pennsylvania,,5.69,,1.15,241.21,22.08,187.90,,37.16,24.38,25.90,107.91,,,,13.34,60.10,,4.61,15.72,84.41,3.21,,8.24,0.42,10.08,,,11.53,440.83,,,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,Kentucky,,146.38,7.68,105.73,,28.76,6.32,45.12,237.85,,,6.69,108.82,18.34,,,,,55.53,,,,,,,,,,,832.67,,,,1.24,,,,,,,,,0.62,,,,,,,,,,,,,,,,,800.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnesville,Ohio,,120.56,157.83,57.78,,139.32,103.80,,53.53,,,,,4.25,,,242.62,,,,,,,,,,,,,419.21,,,,,,,,,,,,,,,,,,,418.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menasha,Wisconsin,,136.63,17.51,98.25,,90.64,0.84,4.25,34.47,7.27,25.85,112.80,,17.40,,63.28,68.15,,69.83,7.50,5.65,10.29,,8.95,47.33,2.41,,,,173.67,,0.06,86.44,3.52,0.67,,,,0.28,,,,,,,,,,,,,4562.69,,31.67,,62.83,,,,,,,,,9.62,0.50,,,,,,,,,,,,,,,,,,,,,,,,18.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defiance,Ohio,,4.93,6.43,2.22,,27.53,165.20,11.60,30.42,59.28,1.74,72.02,,20.08,,,103.22,,57.05,32.58,15.27,,,0.54,,,,,,521.10,,,0.06,0.72,,,,,,2.52,,87.77,,,,,,,208.91,,,,,,,,1.86,,,,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.18,,,2.22,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazleton,Pennsylvania,,0.44,1.01,4.15,170.89,,81.43,1.17,5.77,16.42,17.63,11.54,,,,,4.60,,,9.07,85.63,96.43,,6.33,3.15,,,,,256.19,,,,,,,,,,,,,22.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Columbia,South-Carolina,,,22.11,4.06,,81.01,4.94,1.17,42.84,0.78,42.89,6.78,,,,,79.56,,16.17,,,,,17.06,,,,,,187.69,,,,,,,,,,,,,,,,,,,498.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Ohio,,7.56,0.95,9.08,,2.32,1.25,0.87,23.60,0.63,44.22,58.95,,56.85,,,0.38,,73.60,8.35,,,9.57,0.90,,1.55,,,,679.83,,,,,,,,,,,13.50,142.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth-City,North-Carolina,,1.97,10.03,107.43,,4.84,6.37,6.93,35.38,1.41,27.04,5.07,,2.37,,51.83,4.90,,80.28,15.49,31.04,9.13,,4.68,,,,,,,,,,2.20,,,,,,,,,,,,,24.90,,,,,2048.56,,1.58,,,,,,,,,,19.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotati,California,,263.83,1.89,0.54,403.37,305.13,,180.84,186.37,71.39,10.12,43.72,,,,,1.62,,,,13.23,,,,,,,,,,395.01,,,,,,,,,,,,,,,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,Ohio,,0.03,,82.99,846.39,59.16,230.66,7.25,39.35,34.69,31.95,159.55,,141.21,,,493.26,,70.48,,161.61,,,142.84,43.00,10.96,,,,1357.98,,,,9.10,,,,,,,,,212.08,,,7.71,,,,,,,,23.93,,440.73,,,,97.10,,11.25,,,,44.83,,,,,,,,,,,,,,,,,,,,,,,,,12.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spokane-Valley,Washington,,0.49,0.49,0.33,,0.03,,0.71,2.61,1.00,1.03,8.41,,,,96.77,2.27,,0.80,0.25,0.51,,,1.93,1.58,,,,,65.80,,,,,,2.90,,0.33,,7.05,,,,0.51,,,,,,,,,,,,,,,,,,2.51,0.40,168.49,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.58,,,,,,,,,,,,,13.18,,,,,,,,,,,3.05,7.40,,,,,,,,,,,,,,,,,,,0.74,,,,0.09,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redwood-City,California,,5.94,0.72,182.22,454.07,302.65,335.84,368.09,0.23,0.07,0.21,56.76,,24.82,,95.50,3.08,,,,0.05,,,,9.59,28.40,,,,,,41.13,103.52,,,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,8.05,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,63.88,,192.27,,,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durant,Oklahoma,,54.78,7.87,4.12,310.23,0.11,1.39,50.77,45.15,,11.30,15.42,,61.10,,,0.16,,160.39,,20.51,37.11,,11.46,,14.94,,,,,,,33.10,0.21,,,,,,,,,13.92,0.96,,,,,,,,,,,,,,,,,,,,,,,,61.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starkville,Mississippi,,2.03,6.16,45.02,,59.95,3.12,152.22,2.26,0.39,17.97,22.73,,2.46,,,1.40,,3.16,3.08,,,,0.19,4.02,,,,,114.61,,,7.02,,,,,,,,,,11.62,,,,,,,71.10,,1548.01,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baton-Rouge,Louisiana,,211.51,13.22,0.49,662.11,226.13,6.71,,3.28,0.23,0.65,396.27,,,,,276.76,,189.18,50.21,0.04,24.34,11.71,1.97,3.14,3.16,,,,1108.57,,,9.25,2.51,,,,,,,,583.18,0.76,0.14,,62.43,,,,,,,,,,,,,,,,,,,0.89,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.76,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.88,32.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benton-City,Washington,,9.73,,39.48,,40.92,1.14,83.83,53.22,22.89,55.22,22.60,,2.29,,,10.01,,1.14,7.44,16.31,,,26.32,0.86,,,,,150.50,,,0.57,,,0.86,,4.29,,,,,,,,,,6.29,,,,,,,,,,,,,,1.14,,88.70,,,,,,,,,,,,,,,,,,,,,,,,,99.57,,,,,,,88.41,,,,,,,,9.16,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East-Chicago,Indiana,,,,,421.18,,,216.85,,,,,,111.55,,,,,,,,,,,,,,,,57.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando,Florida,,79.99,7.35,387.49,550.68,314.34,7.98,,0.61,0.53,8.72,109.47,,,,12.17,211.53,,109.16,,0.03,,,0.01,,56.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot-Springs,Arkansas,,2.29,11.06,2.84,320.72,241.90,16.81,9.95,2.65,,26.86,87.35,35.23,21.34,,,11.91,,21.70,9.28,0.75,36.24,4.77,40.03,4.67,0.31,,,,680.36,,,,,,1.16,,,3.43,,,337.06,0.13,,,,,,,,,,,,,,,,,,63.85,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dupont,Pennsylvania,,,88.33,2.24,,24.23,14.16,,49.57,,,5.22,,,,,43.98,,51.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockford,Michigan,,149.90,,6.10,,9.08,,15.49,53.04,,7.35,8.45,,3.91,,,13.77,,,,,,,,,2.97,,,,315.13,,,5.48,,,,,,5.95,,,,,,,,,,,,,,,,,,,,33.80,,,0.16,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,417.46,,,,,,,,,,,,,,,,,,,,,,,,4.54,152.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren,Arkansas,,87.35,,27.56,201.54,,46.72,,63.00,7.70,,1.07,,,,,1.07,,133.35,3.40,,,,15.75,,,,,,253.62,,,,,,,,,,,,,4.65,,,,,,,,,,,,11.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tustin,California,,110.16,0.03,0.01,312.70,,95.54,154.52,0.01,0.19,,33.55,,52.40,,251.92,,,,,36.11,11.43,,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell-Springs,Kentucky,,52.31,40.94,89.08,,357.09,30.71,,230.10,,,2.65,,35.63,,,,,,,14.40,,,,,,,,,479.91,,,,,,,,,,,,,,,,,,,770.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurley,New-Mexico,,,,,,,,,,,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa-Barbara,California,,136.05,,233.90,455.08,164.47,341.52,380.87,222.09,69.32,57.88,81.91,,23.77,,,29.19,,261.37,,21.53,,,0.03,8.62,99.10,,,,,,138.45,75.65,,,1.74,,1.65,2.65,,,,179.73,,,,,,,,,,,,,,,,,325.64,,,,,,,13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,,,,,,,,,,42.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugene,Oregon,,19.24,1.59,4.25,,7.51,1.82,2.54,58.07,44.02,26.28,3.61,,12.57,,,0.82,,12.28,70.39,51.49,,,31.06,,0.52,,,,660.93,,,0.08,,4.69,,,,,,,,0.94,,,,,,,141.47,,1189.88,,39.98,,25.80,2.76,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,33.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
